rxns,rxnNames,median,mean,std,normalized_flux,Flux variability
r_0027,2-methylcitrate dehydratase,0.00750696375,0.0105880036515635,0.0371907159001738,0.0153422516860822,495.416218043864
r_0028,2-methylcitrate synthase,0,0,0,0,#DIV/0!
r_0029,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,0.00848615625,0.00874357401220077,0.00232946509360591,0.0173434625996321,27.4501791503769
r_0030,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,0,0,0,0,#DIV/0!
r_0032,"3',5'-bisphosphate nucleotidase",0.008986960125,0.0103071848859368,0.0144346231243908,0.0183669734825261,160.617415940641
r_0033,"3',5'-cyclic-nucleotide phosphodiesterase",0,0.000398500975864185,0.0150574511851024,0,#DIV/0!
r_0034,"3',5'-cyclic-nucleotide phosphodiesterase",0,0,0,0,#DIV/0!
r_0035,"3',5'-cyclic-nucleotide phosphodiesterase",0,0,0,0,#DIV/0!
r_0036,"3',5'-cyclic-nucleotide phosphodiesterase",0,0.000940531495179994,0.0228659776407084,0,#DIV/0!
r_0037,"3',5'-cyclic-nucleotide phosphodiesterase",0,0,0,0,#DIV/0!
r_0038,"3,4-dihydroxy-2-butanone-4-phosphate synthase",0.0001061775,0.000106372389464523,9.3991393529944E-07,0.00021699877375843,0.88522891883821
r_0039,3-dehydroquinate dehydratase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0040,3-dehydroquinate synthase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0041,3-dehydrosphinganine reductase,0,0,0,0,#DIV/0!
r_0042,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0043,"3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase",0,0,0,0,#DIV/0!
r_0045,3-hydroxy-L-kynurenine hydrolase,0,0,0,0,#DIV/0!
r_0057,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0058,"3-hydroxyanthranilate 3,4-dioxygenase",0,0,0,0,#DIV/0!
r_0060,3-isopropylmalate dehydratase,-0.00848615625,-0.00874357401220077,0.00232946509360591,-0.0173434625996321,-27.4501791503769
r_0061,3-isopropylmalate dehydrogenase,0.00848615625,0.00874357401220077,0.00232946509360591,0.0173434625996321,27.4501791503769
r_0062,3-methyl-2-oxobutanoate decarboxylase,0,0.000404472902253809,0.00345227550252283,0,#DIV/0!
r_0063,3-methyl-2-oxobutanoate hydroxymethyltransferase,0,4.72198797421973E-05,0.00085418702166693,0,#DIV/0!
r_0064,3-methyl-2-oxopentanoate decarboxylase,0,0.000226854241902548,0.00215486102851195,0,#DIV/0!
r_0065,3-phosphoshikimate 1-carboxyvinyltransferase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0066,4-amino-4-deoxychorismate synthase,0,0.000143662343244948,0.00173900087187626,0,#DIV/0!
r_0067,4-aminobenzoate synthase,0,0.000143662343244948,0.00173900087187626,0,#DIV/0!
r_0068,4-aminobutyrate transaminase,0,0,0,0,#DIV/0!
r_0069,4-hydroxy-L-threonine synthase,0,0,0,0,#DIV/0!
r_0072,4-methyl-2-oxopentanoate decarboxylase,0,0.000228167379734443,0.00226341860088437,0,#DIV/0!
r_0073,4PP-IP5 depyrophosphorylation to IP6,0,-1.06581410364015E-18,6.15286515604986E-17,0,#DIV/0!
r_0075,5'-methylthioadenosine phosphorylase,0,0,0,0,#DIV/0!
r_0079,5'-phosphoribosylformyl glycinamidine synthetase,0.000598744574998889,0.000673163089330166,0.00109159341681894,0.00122367581238277,182.313704774856
r_0080,"5,10-methylenetetrahydrofolate reductase (NADPH)",0.00679559543791958,0.00799462409994858,0.00723376908685662,0.0138884026934796,106.44790663217
r_0081,5-aminolevulinate synthase,0.000000429,4.29787419933233E-07,3.79763479887199E-09,8.76762722256284E-07,0.885229556846618
r_0085,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,0,0,0,0,#DIV/0!
r_0086,5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,0,0,0,0,#DIV/0!
r_0088,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",0,-1.06581410364015E-18,7.94379148788334E-17,0,#DIV/0!
r_0089,"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",0,7.105427357601E-19,5.02404462158851E-17,0,#DIV/0!
r_0090,6-phosphofructo-2-kinase,0,0.00284836491410147,0.0519284394675524,0,#DIV/0!
r_0091,6-phosphogluconolactonase,0,0,0,0,#DIV/0!
r_0092,6PP-IP5 depyrophosphorylation to IP6,0,-2.48689957516035E-18,9.39677628925173E-17,0,#DIV/0!
r_0095,acetaldehyde condensation,0,0,0,0,#DIV/0!
r_0096,acetohydroxy acid isomeroreductase,0.016771755,0.0175213879298276,0.00429045335246434,0.0342770386266094,25.5814215773146
r_0097,acetolactate synthase,0.016771755,0.0175213879298276,0.00429045335246434,0.0342770386266094,25.5814215773146
r_0099,acetyl-CoA ACP transacylase,0,0,0,0,#DIV/0!
r_0100,acetyl-CoA C-acyltransferase (palmitoyl-CoA),0,0.000222451179016416,0.00265458776255239,0,#DIV/0!
r_0101,acetyl-CoA C-acyltransferase (tetracosanoyl-CoA),0,0,0,0,#DIV/0!
r_0102,acetyl-CoA C-acyltransferase (myristoyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0103,acetyl-CoA C-acetyltransferase,0.003778471125,0.00414000639809871,0.00287692555758166,0.00772219727161251,76.1399376204485
r_0104,acetyl-CoA C-acetyltransferase,0,0.020535915554018,0.294166617154473,0,#DIV/0!
r_0105,acetyl-CoA C-acyltransferase (lauroyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0106,acetyl-CoA C-acyltransferase (octanoyl-CoA),0,0.0013129587874061,0.00547109330316491,0,#DIV/0!
r_0107,acetyl-CoA C-acyltransferase (decanoyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0108,acetyl-Coa carboxylase,0,0,0,0,#DIV/0!
r_0109,"acetyl-CoA carboxylase, reaction",0.241966299418634,0.257092470002995,0.0459732867400086,0.494515224644664,18.9998718211864
r_0111,acetyl-CoA hydrolase,0,0.000761122189331403,0.0198786346133666,0,#DIV/0!
r_0112,acetyl-CoA synthetase,0.772986960125,0.776650600608817,0.074338472845275,1.57978123875945,9.61704099552387
r_0113,acetyl-CoA synthetase,0,0.00466245248614138,0.0625503925125942,0,#DIV/0!
r_0114,acetyl-CoA synthetase nuclear,0,0,0,0,#DIV/0!
r_0115,acetylglutamate kinase,0.00825556875,0.0119304910225437,0.00474754791140113,0.0168722026364194,57.5072179176163
r_0118,acteylornithine transaminase,0.00825556875,0.0119304910225437,0.00474754791140113,0.0168722026364194,57.5072179176163
r_0120,acyl-CoA oxidase (decanoyl-CoA),0,0.0013129587874061,0.00547109330316491,0,#DIV/0!
r_0121,acyl-CoA oxidase (dodecanoyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0122,acyl-CoA oxidase (hexacosanoyl-CoA),0,0,0,0,#DIV/0!
r_0123,acyl-CoA oxidase (hexadecanoyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0124,acyl-CoA oxidase (octadecanoyl-CoA),0,0.000222451179016416,0.00265458776255239,0,#DIV/0!
r_0125,acyl-CoA oxidase (tetradecanoyl-CoA),0,0.00132581029449313,0.00547827721265357,0,#DIV/0!
r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",0,5.29661099777676E-05,0.00198720400149786,0,#DIV/0!
r_0127,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",0,3.2259926003829E-05,0.0015506400809819,0,#DIV/0!
r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",0,8.63125707695539E-05,0.00247351871480264,0,#DIV/0!
r_0129,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",0,4.10664298665756E-05,0.00173650678110542,0,#DIV/0!
r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",0,0.00010407084704423,0.00273450941397513,0,#DIV/0!
r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",0,4.5615640860551E-06,0.000172359180509212,0,#DIV/0!
r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",0,3.90997428976654E-06,0.000159584116966009,0,#DIV/0!
r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",0,1.95498714492632E-06,0.00011285994662166,0,#DIV/0!
r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",0,3.90997428970499E-06,0.000159584116963485,0,#DIV/0!
r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",0,7.57075351909063E-06,0.000219727866602952,0,#DIV/0!
r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",0,0,0,0,#DIV/0!
r_0139,adenine phosphoribosyltransferase,0,0,0,0,#DIV/0!
r_0142,adenosine kinase,0.000936527937919583,0.00210394217092655,0.00721527745426513,0.00191401581426442,770.42842633112
r_0143,adenosine monophosphate deaminase,0,0.000749213579710104,0.0187263648609805,0,#DIV/0!
r_0144,adenosylhomocysteinase,0.000936527937919583,0.00210394217092655,0.00721527745426513,0.00191401581426442,770.42842633112
r_0145,adenosylmethionine decarboxylase,0,0,0,0,#DIV/0!
r_0146,adenosylmethionine-8-amino-7-oxononanoate transaminase,0,1.77635683940025E-19,1.77635683940026E-17,0,#DIV/0!
r_0147,adenylate cyclase,0,0.000398500975864185,0.0150574511851024,0,#DIV/0!
r_0148,adenylate kinase,0.963616972945527,0.978548704072931,0.0943630642370351,1.96937864897921,9.79259050913058
r_0149,adenylate kinase,0,0.00359420125564912,0.0562184963952062,0,#DIV/0!
r_0150,adenylate kinase (GTP),0,0.00106825123049225,0.0275628745661427,0,#DIV/0!
r_0151,adenylosuccinate lyase (AICAR),0.000598744574998889,0.000673163089330164,0.00109159341681894,0.00122367581238277,182.313704774856
r_0152,adenylosuccinate lyase,0.00623813189999893,0.00724151533939324,0.0188624240133243,0.0127490944205987,302.372959015624
r_0153,adenylosuccinate synthase,0.00623813189999893,0.00724151533939324,0.0188624240133243,0.0127490944205987,302.372959015624
r_0154,adenylyl-sulfate kinase,0.008986960125,0.0103805044008611,0.0144235386524792,0.0183669734825261,160.494076438101
r_0156,alanine glyoxylate aminotransferase,0,0.0281872177680393,0.0728879786877149,0,#DIV/0!
r_0157,alanyl-tRNA synthetase,0.0085939425,0.0086097167351437,7.60760642783267E-05,0.017563749233599,0.885228918838201
r_0163,alcohol dehydrogenase (ethanol to acetaldehyde),0,3.3996747384095,55.7590164315576,0,#DIV/0!
r_0164,"alcohol dehydrogenase (glycerol, NADP)",0,0,0,0,#DIV/0!
r_0165,mitochondrial alcohol dehydrogenase,0,3.3996747384095,55.7590164315576,0,#DIV/0!
r_0166,"aldehyde dehydrogenase (2-methylbutanol, NAD)",0,3.16571697174074E-05,0.000816814323767491,0,#DIV/0!
r_0167,"aldehyde dehydrogenase (2-methylbutanol, NAD)",0,8.44946882820163E-06,0.000422410059301639,0,#DIV/0!
r_0168,"aldehyde dehydrogenase (2-methylbutanol, NADP)",0,0.000175550863882065,0.00188855049187448,0,#DIV/0!
r_0169,"aldehyde dehydrogenase (2-phenylethanol, NAD)",0,0,0,0,#DIV/0!
r_0170,"aldehyde dehydrogenase (2-phenylethanol, NAD)",0,0,0,0,#DIV/0!
r_0171,"aldehyde dehydrogenase (2-phenylethanol, NADP)",0,0,0,0,#DIV/0!
r_0172,"aldehyde dehydrogenase (3-aminopropanal, NAD)",0,0,0,0,#DIV/0!
r_0173,"aldehyde dehydrogenase (acetaldehyde, NADP)",0,0.00688054705114204,0.0601178364965916,0,#DIV/0!
r_0174,"aldehyde dehydrogenase (acetylaldehyde, NAD)",0,0.00505254161358158,0.0539380521822812,0,#DIV/0!
r_0175,"aldehyde dehydrogenase (acetylaldehyde, NADP)",0,0.000420359827489652,0.00453061504818305,0,#DIV/0!
r_0176,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",0,0,0,0,#DIV/0!
r_0177,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",0,0,0,0,#DIV/0!
r_0178,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",0,0,0,0,#DIV/0!
r_0179,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",0,4.07117723421094E-05,0.000961505077076385,0,#DIV/0!
r_0180,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",0,1.40250652752409E-05,0.00057242771728646,0,#DIV/0!
r_0181,"aldehyde dehydrogenase (isoamyl alcohol, NADP)",0,5.09667693644835E-05,0.00107171460923414,0,#DIV/0!
r_0182,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",0,2.58790113438571E-05,0.000863090097299246,0,#DIV/0!
r_0183,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",0,1.1687554395924E-05,0.000584290047795164,0,#DIV/0!
r_0184,"aldehyde dehydrogenase (isobutyl alcohol, NADP)",0,5.08002800993843E-05,0.00119650151927411,0,#DIV/0!
r_0185,"aldehyde dehydrogenase (phenylacetaldehyde, NAD)",0,0,0,0,#DIV/0!
r_0186,"aldehyde dehydrogenase (tryptophol, NAD)",0,1.46459328018465E-05,0.000419241984023734,0,#DIV/0!
r_0187,"aldehyde dehydrogenase (tryptophol, NAD)",0,3.97168653314643E-06,0.000229282494921835,0,#DIV/0!
r_0188,alkaline phosphatase (dihydroneopterin),0,0,0,0,#DIV/0!
r_0189,allantoate amidinohydrolase,0,-4.54747350886464E-17,3.2153885578167E-15,0,#DIV/0!
r_0190,"allantoinase, reaction",0,1.13686837721616E-17,1.1368683772164E-15,0,#DIV/0!
r_0191,allophanate hydrolase,0,0.000438917236314677,0.00787378366837862,0,#DIV/0!
r_0192,"alpha 1,2-mannosyltransferase",0,0,0,0,#DIV/0!
r_0193,"alpha,alpha-trehalase",0,0.000240372451495413,0.00911513039823035,0,#DIV/0!
r_0194,"alpha,alpha-trehalase",0,0.00199371066003245,0.0265687893547645,0,#DIV/0!
r_0195,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",0.011044605,0.0133202545454327,0.0280732658418362,0.022572256284488,254.180804490846
r_0198,alpha-glucosidase,0,0,0,0,#DIV/0!
r_0201,Aminobutyraldehyde dehydrogenase,0,0,0,0,#DIV/0!
r_0202,anthranilate phosphoribosyltransferase,0.00438169875,0.00448674304066893,0.00113215337943144,0.00895503525444513,25.8382295093071
r_0203,anthranilate synthase,0.00438169875,0.00448674304066893,0.00113215337943144,0.00895503525444513,25.8382295093071
r_0205,arabinose reductase,0,0,0,0,#DIV/0!
r_0206,arginase,0,0.00109037188580173,0.0130337312490576,0,#DIV/0!
r_0207,argininosuccinate lyase,0.00825556875,0.00936109378381517,0.0130326682847684,0.0168722026364194,157.865177790063
r_0208,argininosuccinate synthase,0.00825556875,0.00936109378381517,0.0130326682847684,0.0168722026364194,157.865177790063
r_0209,arginyl-tRNA synthetase,0.00825556875,0.00827072189801331,7.30806819895668E-05,0.0168722026364194,0.88522891883817
r_0210,arginyl-tRNA synthetase,0,0,0,0,#DIV/0!
r_0211,asparagine synthase (glutamine-hydrolysing),0.006857565,0.00750026678264641,0.0143413933470652,0.0140150521152667,209.13244492856
r_0212,Asparaginyl-tRNA synthetase,0.006857565,0.00687015210339537,6.07051485081273E-05,0.0140150521152667,0.885228918838207
r_0213,"asparaginyl-tRNA synthetase, miotchondrial",0,0,0,0,#DIV/0!
r_0214,aspartate carbamoyltransferase,0.000535043437500003,0.000631846524624426,0.00114860593531437,0.00109348750766402,214.675268363489
r_0215,aspartate kinase,0.0216934575,0.0222457467976296,0.00360613296108871,0.0443356989576947,16.623136081875
r_0216,aspartate transaminase,0.73381476331548,4.13907607571876,55.7578483783906,1.49972361192618,7598.35467556808
r_0217,aspartate transaminase,0.791054972910533,4.19343597866676,55.7577142434202,1.61670748602194,7048.52584874987
r_0218,aspartate transaminase,0,-0.000829228749095141,0.00636916405297364,0,#DIV/0!
r_0219,aspartate-semialdehyde dehydrogenase,0.0216934575,0.0222457467976296,0.00360613296108871,0.0443356989576947,16.623136081875
r_0220,Aspartyl-tRNA synthetase,0.00801801,0.00803272710744347,7.09777432353325E-05,0.01638669527897,0.885228918838122
r_0225,ATP phosphoribosyltransferase,0.00596685375,0.00614720616202301,0.00208084459463085,0.0121946735131821,34.8733969662127
r_0226,ATP synthase,9.77341419065992,9.96867890145025,0.351359264638721,19.9742779290005,3.59505140971618
r_0227,"ATPase, cytosolic",0,0.000610729049748047,0.0233780644353081,0,#DIV/0!
r_0228,"beta-1,4 mannosyltransferase",0,0,0,0,#DIV/0!
r_0229,biotin synthase,0,7.105427357601E-19,8.70248076749247E-17,0,#DIV/0!
r_0230,biotin-[acetyl-CoA-carboxylase] ligase,0,0,0,0,#DIV/0!
r_0231,C-14 sterol reductase,0.000629718375,0.000657553757397851,0.000290149957309932,0.00128697808093194,46.0761459136288
r_0233,C-22 sterol desaturase (NADP),0.000629718375,0.000637510300672873,0.00014139078754932,0.00128697808093194,22.453019184857
r_0234,C-3 sterol dehydrogenase,0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0235,C-3 sterol dehydrogenase (4-methylzymosterol),0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0236,C-3 sterol keto reductase (4-methylzymosterol),0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0237,C-3 sterol keto reductase (zymosterol),0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0238,C-4 methyl sterol oxidase,0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0239,C-4 methyl sterol oxidase,0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0240,C-4 methyl sterol oxidase,0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0241,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)",0.000629718375,0.000654053331621442,0.000268543091361101,0.00128697808093194,42.6449508260103
r_0242,C-5 sterol desaturase,0.000629718375,0.000637510300672873,0.00014139078754932,0.00128697808093194,22.453019184857
r_0243,C-8 sterol isomerase,0.000629718375,0.000640921021065721,0.000174651363906285,0.00128697808093194,27.7348368477075
r_0244,C-s24 sterol reductase,0.000629718375,0.00063357069572206,8.99844588578078E-05,0.00128697808093194,14.2896352449312
r_0250,carbamoyl-phosphate synthase (glutamine-hydrolysing),0.0087906121875,0.00999294030843654,0.0130750297275412,0.0179656901440834,148.738557095415
r_0252,carnitine O-acetyltransferase,0.456878812771289,0.45843505294625,0.10400941825,0.9337396541412,22.7652093602481
r_0253,carnitine O-acetyltransferase,0,0.00061728672652882,0.0108257695326566,0,#DIV/0!
r_0254,carnitine O-acetyltransferase,0.456878812771289,0.459052339672779,0.103514383272542,0.9337396541412,22.6568578754298
r_0255,catalase,0,0.000250476154401305,0.00574117369143321,0,#DIV/0!
r_0256,catalase,0,0.0047258586060601,0.0192348420296418,0,#DIV/0!
r_0259,ceramide-1 hydroxylase (24C),0,0,0,0,#DIV/0!
r_0260,ceramide-1 hydroxylase (24C),0,0,0,0,#DIV/0!
r_0261,ceramide-1 hydroxylase (26C),0,0,0,0,#DIV/0!
r_0262,ceramide-1 hydroxylase (26C),0,0,0,0,#DIV/0!
r_0263,ceramide-1 synthase (24C),0,0,0,0,#DIV/0!
r_0264,ceramide-1 synthase (26C),0,0,0,0,#DIV/0!
r_0265,ceramide-2 synthase (24C),0,0,0,0,#DIV/0!
r_0266,ceramide-2 synthase (26C),0,0,0,0,#DIV/0!
r_0267,ceramide-3 synthase (24C),0,0,0,0,#DIV/0!
r_0268,ceramide-3 synthase (26C),0,0,0,0,#DIV/0!
r_0269,ceramide-4 synthase (24C),0,0,0,0,#DIV/0!
r_0270,ceramide-4 synthase (26C),0,0,0,0,#DIV/0!
r_0271,chitin deacetylase,0,0,0,0,#DIV/0!
r_0272,chitin synthase,0,0,0,0,#DIV/0!
r_0273,choline kinase,0,0.00282695602012723,0.0252764726731906,0,#DIV/0!
r_0274,choline phosphate cytididyltransferase,0,0.00282695602012723,0.0252764726731906,0,#DIV/0!
r_0278,chorismate mutase,0.0129461475,0.0129989661739628,0.000695586732272352,0.026458507050889,5.37292451111307
r_0279,chorismate synthase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0280,cis-aconitate(3-) to isocitrate,0,0.0188916649907131,0.131390192767406,0,#DIV/0!
r_0281,cis-prenyltransferase step 01,0,0,0,0,#DIV/0!
r_0282,cis-prenyltransferase step 02,0,0,0,0,#DIV/0!
r_0283,cis-prenyltransferase step 03,0,0,0,0,#DIV/0!
r_0284,cis-prenyltransferase step 04,0,0,0,0,#DIV/0!
r_0285,cis-prenyltransferase step 05,0,0,0,0,#DIV/0!
r_0286,cis-prenyltransferase step 06,0,0,0,0,#DIV/0!
r_0287,cis-prenyltransferase step 07,0,0,0,0,#DIV/0!
r_0288,cis-prenyltransferase step 08,0,0,0,0,#DIV/0!
r_0289,cis-prenyltransferase step 09,0,0,0,0,#DIV/0!
r_0290,cis-prenyltransferase step 10,0,0,0,0,#DIV/0!
r_0291,cis-prenyltransferase step 11,0,0,0,0,#DIV/0!
r_0292,cis-prenyltransferase step 12,0,0,0,0,#DIV/0!
r_0293,cis-prenyltransferase step 13,0,0,0,0,#DIV/0!
r_0294,cis-prenyltransferase step 14,0,0,0,0,#DIV/0!
r_0295,cis-prenyltransferase step 15,0,0,0,0,#DIV/0!
r_0296,cis-prenyltransferase step 16,0,0,0,0,#DIV/0!
r_0297,cis-prenyltransferase step 17,0,0,0,0,#DIV/0!
r_0298,cis-prenyltransferase step 18,0,0,0,0,#DIV/0!
r_0299,cis-prenyltransferase step 19,0,0,0,0,#DIV/0!
r_0300,citrate synthase,1.00705556031888,1.00380022104501,0.0624483677784814,2.05815565158161,6.20108465105017
r_0301,"citrate synthase, peroxisomal",0,0.00931816052390235,0.0404423463750096,0,#DIV/0!
r_0302,citrate to cis-aconitate(3-),0,0.0188916649907131,0.131390192767406,0,#DIV/0!
r_0303,"citrate to cis-aconitate(3-), cytoplasmic",1.00705556031888,0.991645291077343,0.133843380273943,2.05815565158161,13.2905656398503
r_0304,coproporphyrinogen oxidase (O2 required),0.000000053625,5.37234274916541E-08,4.74704349858999E-10,1.09595340282036E-07,0.885229556846618
r_0306,CTP synthase (glutamine),0,7.37243303885599E-06,0.000316521939225349,0,#DIV/0!
r_0307,CTP synthase (NH3),0.0003296596875,0.000418713358429441,0.00110695179775583,0.000673737354383814,335.78621825146
r_0308,cystathionine b-lyase,0,0.000899235812392629,0.0201912714532827,0,#DIV/0!
r_0309,cystathionine beta-synthase,0.003127892625,0.00399937908954564,0.0201913835468068,0.00639258660331085,645.526748118689
r_0310,cystathionine g-lyase,0.003127892625,0.093042934327649,2.83002717054772,0.00639258660331085,90477.1202159703
r_0311,cystathionine gamma-synthase,0,5.62976204812615E-05,0.000946630154250935,0,#DIV/0!
r_0312,cysteine synthase,0,0.000108044474223953,0.001580644021469,0,#DIV/0!
r_0313,cysteinyl-tRNA synthetase,0.003127892625,0.0031336338914525,2.76890100667092E-05,0.00639258660331085,0.885228918838261
r_0315,cytidine kinase (GTP),0,0.014609427469782,0.334928279368516,0,#DIV/0!
r_0317,cytochrome P450 lanosterol 14-alpha-demethylase (NADP),0.000629718375,0.000657553757397851,0.000290149957309932,0.00128697808093194,46.0761459136288
r_0320,D-arabinose 1-dehydrogenase (NAD),0,0,0,0,#DIV/0!
r_0321,D-arabinose 1-dehydrogenase (NADP),0,0,0,0,#DIV/0!
r_0322,D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,0,0,0,0,#DIV/0!
r_0323,D-sorbitol dehydrogenase (D-fructose producing),0,0,0,0,#DIV/0!
r_0326,dCMP deaminase,0.0000638834625,-0.0003686387687409,0.0171918266398548,0.000130560928877989,26911.2317446081
r_0327,dCTP deaminase,0,0.000528460501287928,0.0171504534828715,0,#DIV/0!
r_0330,deoxyguanylate kinase (dGMP:ATP),-0.0000688705875,0.000436378057299393,0.0168463581601305,-0.000140753295524218,-24460.889287652
r_0331,"deoxyhypusine synthase, cytosolic/mitochondrial",0,0,0,0,#DIV/0!
r_0344,dihydrofolate reductase,0.0000638834625,0.000159821732547041,0.00114866846096556,0.000130560928877989,1798.06857050925
r_0345,dihydrofolate reductase,0,0,0,0,#DIV/0!
r_0346,dihydrofolate synthase,0,0,0,0,#DIV/0!
r_0347,dihydroneopterin aldolase,0,0,0,0,#DIV/0!
r_0348,dihydroneopterin monophosphate dephosphorylase,0,0,0,0,#DIV/0!
