#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
443318	512587	STRG0A79TGQ.443318	STRG0A79TGQ.512587	0	0	0	0	0	0	0.574	0.141	0.618
463365	535025	STRG0A79TGQ.463365	STRG0A79TGQ.535025	0	0	0	0	0	0	0.587	0.242	0.674
463365	485414	STRG0A79TGQ.463365	STRG0A79TGQ.485414	0	0	0	0	0	0	0.560	0	0.560
463365	488999	STRG0A79TGQ.463365	STRG0A79TGQ.488999	0	0	0	0	0	0.120	0.572	0.143	0.649
463365	477714	STRG0A79TGQ.463365	STRG0A79TGQ.477714	0	0	0	0	0	0	0.822	0.126	0.838
463365	478026	STRG0A79TGQ.463365	STRG0A79TGQ.478026	0	0	0	0	0	0	0.572	0.139	0.616
463365	500582	STRG0A79TGQ.463365	STRG0A79TGQ.500582	0	0	0	0	0	0	0.917	0	0.917
465452	526822	STRG0A79TGQ.465452	STRG0A79TGQ.526822	0	0	0	0	0.093	0	0.657	0.126	0.704
465452	477714	STRG0A79TGQ.465452	STRG0A79TGQ.477714	0	0	0	0	0	0	0.979	0	0.979
465452	478026	STRG0A79TGQ.465452	STRG0A79TGQ.478026	0	0	0	0	0	0	0.620	0	0.620
465452	485414	STRG0A79TGQ.465452	STRG0A79TGQ.485414	0	0	0	0	0	0	0.574	0	0.574
465452	535025	STRG0A79TGQ.465452	STRG0A79TGQ.535025	0	0	0	0	0	0	0.877	0.166	0.893
465452	539380	STRG0A79TGQ.465452	STRG0A79TGQ.539380	0	0	0	0	0	0	0.620	0.100	0.643
465452	500582	STRG0A79TGQ.465452	STRG0A79TGQ.500582	0	0	0	0	0	0	0.987	0.099	0.988
473774	474399	STRG0A79TGQ.473774	STRG0A79TGQ.474399	0	0	0	0	0	0.307	0.368	0.086	0.565
474399	548703	STRG0A79TGQ.474399	STRG0A79TGQ.548703	0	0	0	0	0	0	0.349	0.128	0.408
474399	534783	STRG0A79TGQ.474399	STRG0A79TGQ.534783	0	0	0	0	0	0	0.349	0.128	0.408
476059	490627	STRG0A79TGQ.476059	STRG0A79TGQ.490627	0	0	0	0	0	0	0.572	0	0.572
476059	498292	STRG0A79TGQ.476059	STRG0A79TGQ.498292	0	0	0	0	0	0	0.572	0	0.572
476059	526822	STRG0A79TGQ.476059	STRG0A79TGQ.526822	0	0	0	0	0.425	0	0	0	0.425
476298	512587	STRG0A79TGQ.476298	STRG0A79TGQ.512587	0	0	0	0	0	0	0.574	0.141	0.618
476298	488363	STRG0A79TGQ.476298	STRG0A79TGQ.488363	0	0	0	0	0	0	0.531	0	0.531
477714	485414	STRG0A79TGQ.477714	STRG0A79TGQ.485414	0	0	0.172	0.393	0	0	0.806	0	0.833
477714	535025	STRG0A79TGQ.477714	STRG0A79TGQ.535025	0	0	0	0.328	0	0.149	0.985	0.084	0.987
477764	478367	STRG0A79TGQ.477764	STRG0A79TGQ.478367	0	0	0.147	0.388	0	0	0.956	0	0.961
478026	508856	STRG0A79TGQ.478026	STRG0A79TGQ.508856	0	0	0	0	0	0	0.620	0	0.620
478367	509145	STRG0A79TGQ.478367	STRG0A79TGQ.509145	0	0	0	0	0.454	0	0	0	0.454
479744	483624	STRG0A79TGQ.479744	STRG0A79TGQ.483624	0	0	0	0	0	0	0	0.437	0.437
483789	512587	STRG0A79TGQ.483789	STRG0A79TGQ.512587	0	0	0	0	0	0	0.958	0.863	0.994
485414	535025	STRG0A79TGQ.485414	STRG0A79TGQ.535025	0	0	0	0.328	0	0	0.810	0.142	0.830
485508	491915	STRG0A79TGQ.485508	STRG0A79TGQ.491915	0	0	0	0	0.455	0	0	0	0.455
485881	535025	STRG0A79TGQ.485881	STRG0A79TGQ.535025	0	0	0	0	0	0	0	0.624	0.624
485881	490091	STRG0A79TGQ.485881	STRG0A79TGQ.490091	0	0	0	0	0	0	0	0.431	0.431
485881	540101	STRG0A79TGQ.485881	STRG0A79TGQ.540101	0	0	0	0	0.347	0	0	0.346	0.555
490091	535025	STRG0A79TGQ.490091	STRG0A79TGQ.535025	0	0	0	0	0	0	0	0.679	0.679
490627	539380	STRG0A79TGQ.490627	STRG0A79TGQ.539380	0	0	0	0	0	0	0.572	0	0.572
491915	492162	STRG0A79TGQ.491915	STRG0A79TGQ.492162	0	0	0	0	0	0	0.577	0	0.577
491915	512587	STRG0A79TGQ.491915	STRG0A79TGQ.512587	0	0	0	0	0.730	0	0	0	0.730
491915	500058	STRG0A79TGQ.491915	STRG0A79TGQ.500058	0	0	0	0	0.123	0	0	0.385	0.438
493334	521346	STRG0A79TGQ.493334	STRG0A79TGQ.521346	0	0	0	0	0	0.292	0	0.431	0.580
493334	535025	STRG0A79TGQ.493334	STRG0A79TGQ.535025	0	0	0	0	0	0.292	0	0.576	0.687
493945	497563	STRG0A79TGQ.493945	STRG0A79TGQ.497563	0	0	0	0	0.897	0	0	0	0.897
493945	501937	STRG0A79TGQ.493945	STRG0A79TGQ.501937	0	0	0	0	0.594	0	0	0	0.594
497103	535025	STRG0A79TGQ.497103	STRG0A79TGQ.535025	0	0	0.210	0	0	0	0.409	0	0.513
497563	501937	STRG0A79TGQ.497563	STRG0A79TGQ.501937	0	0	0	0	0.452	0	0	0.191	0.538
498292	539380	STRG0A79TGQ.498292	STRG0A79TGQ.539380	0	0	0	0	0	0	0.572	0	0.572
509014	537812	STRG0A79TGQ.509014	STRG0A79TGQ.537812	0	0	0	0	0.451	0	0	0	0.451
512587	537812	STRG0A79TGQ.512587	STRG0A79TGQ.537812	0	0	0	0	0.487	0	0	0.172	0.557
535025	540101	STRG0A79TGQ.535025	STRG0A79TGQ.540101	0	0	0	0	0.203	0.150	0	0.398	0.557
