proteinId,kogid
501004,KOG2466
509624,KOG2466
486543,KOG2479
487323,KOG2481
478138,KOG2484
483232,KOG2484
479180,KOG2495
469842,KOG2504
483389,KOG2504
487269,KOG2504
487408,KOG2504
506618,KOG2504
484352,KOG2529
174669,KOG2533
185631,KOG2533
320532,KOG2533
322384,KOG2533
511418,KOG2533
500091,KOG2550
455874,KOG2572
455874,KOG2572
537102,KOG2573
537102,KOG2573
494904,KOG2580
512823,KOG2590
512823,KOG2590
460672,KOG2613
511515,KOG2615
490343,KOG2617
488132,KOG2623
491829,KOG2637
485495,KOG2663
453185,KOG2672
497425,KOG2686
489409,KOG2703
485479,KOG2750
499930,KOG2753
494623,KOG2757
494283,KOG2758
480067,KOG2771
497532,KOG2773
497532,KOG2773
494295,KOG2780
481583,KOG2785
509863,KOG2789
490609,KOG2795
465374,KOG2797
484474,KOG2809
484474,KOG2809
343552,KOG2815
497928,KOG2820
500591,KOG2823
489362,KOG2861
461263,KOG2874
461263,KOG2874
459113,KOG2881
493108,KOG2885
482986,KOG2892
494306,KOG2907
483042,KOG2913
487586,KOG2913
484491,KOG2914
488638,KOG2916
453174,KOG2923
512587,KOG2944
442696,KOG2949
459801,KOG2963
491498,KOG2971
489236,KOG2988
542018,KOG2992
480832,KOG3003
469905,KOG3016
496105,KOG3031
487250,KOG3034
501450,KOG3043
539030,KOG3045
491915,KOG3049
487413,KOG3051
496176,KOG3064
498906,KOG3073
484239,KOG3080
537569,KOG3089
288187,KOG3090
542965,KOG3098
509293,KOG3100
539074,KOG3118
541602,KOG3123
522320,KOG3140
511658,KOG3142
484476,KOG3163
547286,KOG3164
501082,KOG3166
492164,KOG3167
511637,KOG3184
498380,KOG3185
540774,KOG3190
484425,KOG3204
493481,KOG3218
471269,KOG3225
490650,KOG3255
482614,KOG3271
493994,KOG3273
484989,KOG3280
497654,KOG3283
482175,KOG3291
484825,KOG3295
439100,KOG3301
479158,KOG3320
508728,KOG3324
497668,KOG3329
512371,KOG3331
515824,KOG3335
476916,KOG3348
473471,KOG3364
493334,KOG3378
448844,KOG3387
448844,KOG3387
330801,KOG3388
479717,KOG3408
479046,KOG3411
493620,KOG3418
498880,KOG3421
484637,KOG3424
522936,KOG3434
486449,KOG3438
496772,KOG3445
507391,KOG3452
493830,KOG3453
479023,KOG3475
436647,KOG3486
495975,KOG3489
488175,KOG3492
545033,KOG3502
480064,KOG3506
194686,KOG3561
288162,KOG3589
227879,KOG3689
499909,KOG3717
503626,KOG3717
450402,KOG3719
504607,KOG3743
442108,KOG3780
504211,KOG3822
39399,KOG3836
481428,KOG3851
489173,KOG3857
485175,KOG3871
487303,KOG3881
453963,KOG3911
473474,KOG3923
481930,KOG3945
477349,KOG3980
49129,KOG3986
49129,KOG3986
490449,KOG3996
490449,KOG3996
477510,KOG4008
440308,KOG4020
479338,KOG4032
56404,KOG4034
457171,KOG4089
488135,KOG4090
266286,KOG4124
266286,KOG4124
480527,KOG4134
18376,KOG4157
438635,KOG4157
494782,KOG4157
18376,KOG4157
438635,KOG4157
494782,KOG4157
546211,KOG4166
546211,KOG4166
504802,KOG4183
458404,KOG4197
488142,KOG4197
465731,KOG4210
499983,KOG4210
434519,KOG4230
487471,KOG4400
540265,KOG4400
315259,KOG4409
297531,KOG4473
365833,KOG4476
365833,KOG4476
478154,KOG4505
229375,KOG4547
478955,KOG4548
494357,KOG4600
234866,KOG4660
476133,KOG4771
540246,KOG4777
210209,KOG4829
