Protein_ID,log2FoldChange,padj,Gene_id
482639,-1.46314319087924,8.08541798189822E-36,gene_2005
482656,-1.07761869225591,4.55397160311654E-33,gene_2009
461263,-1.49867137503138,1.15669471938257E-40,gene_2012
482667,-1.46876571448848,2.76150604153632E-07,gene_2016
435147,-1.21154089956803,1.43252765986141E-22,gene_2037
482731,-1.3100851910886,6.01260135462432E-58,gene_2038
482766,-1.27193484173932,3.03056011049622E-122,gene_2052
435300,-1.76687517253067,3.12132049847086E-13,gene_2082
179384,-1.85680745734497,5.55850889802997E-14,gene_2083
482862,-1.18090925778169,1.65246099937066E-14,gene_2087
180594,-1.46594225872834,1.91702674588423E-75,gene_2104
181847,-1.42506568453842,0.00141417265709,gene_2143
522523,-1.83336352146309,1.07566949775124E-55,gene_2144
534468,-1.02987881353905,7.30402457876195E-25,gene_2146
483359,-1.83501081990795,7.43099785029221E-06,gene_2219
522936,-1.14618832394758,7.46769290356917E-92,gene_2229
483635,-1.13061541590687,1.7992294347413E-48,gene_2303
483682,-1.88102138552826,2.93363837049185E-45,gene_2319
483691,-1.18225705119854,3.62556172804081E-34,gene_2323
538818,-1.22216948071343,6.57335964616971E-09,gene_2332
483803,-1.01905571042185,4.15417417326646E-35,gene_2368
545106,-1.86933796465857,1.062881922714E-107,gene_2392
484040,-1.45768415754005,2.28764751677514E-76,gene_2437
484052,-1.17956588481159,5.06619386175725E-21,gene_2441
198172,-1.39074451572139,3.60157743281055E-86,gene_2475
198829,-1.05007372617176,4.07792885768872E-46,gene_2495
484239,-1.50363318649972,6.12318126818847E-20,gene_2501
436112,-1.77242286071943,6.0244250519876E-54,gene_2522
484352,-1.4771481462565,6.46660414143725E-78,gene_2536
484356,-1.27122385692393,6.29566890439382E-29,gene_2538
484425,-1.19465608378046,1.83767317172894E-80,gene_2563
484474,-1.414387919697,1.96650500764384E-16,gene_2577
476764,-1.30852345955957,9.62608786045797E-32,gene_260
509293,-1.30964834889094,1.06752765239923E-16,gene_2605
484575,-1.4318171927922,4.78624924867237E-34,gene_2608
539074,-1.84893219791741,9.26424792284268E-40,gene_2617
484822,-1.046788028198,9.69474202427588E-30,gene_2680
484825,-1.06791134042643,5.80377438365232E-86,gene_2681
534674,-1.31941006926665,1.47585859875902E-24,gene_2685
545315,-1.036120418188,5.52026664163192E-30,gene_2688
484855,-1.01079533790017,2.12556140727421E-70,gene_2690
484901,-1.10348892751839,2.36195177309084E-65,gene_2706
534687,-1.7578107837248,4.19119825518974E-21,gene_2713
210209,-1.27779198790443,1.08444157444351E-12,gene_2739
485018,-1.35248627248485,3.2842075705697E-26,gene_2747
211157,-1.11982559953852,0.004623326814623,gene_2765
211141,-1.38312951364443,6.93442581217685E-37,gene_2766
451424,-2.4847536072757,7.96141045476219E-75,gene_2770
537102,-1.05045189092575,1.42625492994022E-49,gene_279
545429,-1.04827186556451,1.30152339753411E-21,gene_2843
215730,-1.13303278971822,7.45148020561721E-17,gene_2845
485479,-1.22477047021871,1.95286570063723E-19,gene_2869
451569,-1.44231680953314,5.28509291620887E-62,gene_2887
509551,-1.03743738877735,1.77148988950587E-22,gene_2888
485668,-1.11199536427122,0.00409356383063,gene_2920
436373,-1.53624864144314,3.45532473520574E-51,gene_2924
485890,-1.1565397495416,2.70287689551711E-24,gene_2984
485898,-1.50324934310177,1.02871038661864E-30,gene_2987
485973,-1.08286361074791,2.00090338881031E-61,gene_3003
451770,-1.19804611478364,6.77831183117583E-28,gene_3048
504802,-1.20978624604058,2.09628923676961E-16,gene_3131
451850,-1.52070334965305,1.23482912843741E-14,gene_3135
14805,-1.08068555174483,3.26633182593E-41,gene_314
534821,-1.25588314407101,2.37037453337812E-74,gene_3147
486541,-1.17411042978906,6.42619243797418E-22,gene_3164
486543,-1.08482675012092,8.52964732638948E-36,gene_3165
233019,-1.34038751679681,8.71592989642285E-15,gene_3196
486663,-1.38030632495784,4.04747972446456E-21,gene_3199
434085,-2.02846322194712,0,gene_32
486913,-1.79810006988508,4.24848901997522E-41,gene_3244
452061,-1.23911645554798,4.4060611834638E-67,gene_3292
452077,-1.37515879318076,1.5126705876597E-60,gene_3317
487303,-1.00651928595927,2.56595228162895E-11,gene_3358
487323,-1.92900940965016,7.80163302578166E-63,gene_3365
244382,-1.07565322717334,1.65811767696189E-61,gene_3404
539738,-1.65666707939434,8.63063053400072E-57,gene_3407
510013,-1.17127939918293,1.27377724664882E-35,gene_3408
487510,-1.08705518856532,5.9596382469769E-15,gene_3429
452245,-1.63523773768391,1.30278156882688E-45,gene_3451
247650,-1.40985555050585,4.78434727559587E-11,gene_3492
487747,-1.42462410312734,5.88901901231098E-23,gene_3505
452328,-1.39351792162875,2.40762766005434E-58,gene_3520
463143,-1.03314618836632,9.55035839125685E-35,gene_3539
487952,-1.38428011633054,1.77155651935485E-31,gene_3555
251548,-1.41638075068204,3.643321585514E-08,gene_3566
251553,-1.51556000839429,1.10172356479764E-08,gene_3567
510191,-1.09311752840344,1.81024169626552E-16,gene_3605
488095,-2.27582866205324,3.48546037021392E-76,gene_3608
488166,-1.89711137212749,5.86678182298336E-82,gene_3635
488169,-1.7642377406552,1.08378362815493E-06,gene_3636
254469,-2.3984854469601,4.35558801140714E-20,gene_3647
488204,-2.79599224318687,9.34371269586293E-51,gene_3649
472455,-1.76795172999029,5.57996011946321E-34,gene_3650
488290,-1.12206757584515,9.27403044660652E-95,gene_3672
488377,-1.44152388165563,5.220288816315E-12,gene_3693
535042,-1.40710556483899,6.34158307239269E-137,gene_3716
488500,-1.51220306602197,3.30509723675471E-34,gene_3741
488524,-1.20018052863677,1.88486219396333E-19,gene_3753
477246,-1.03726941521698,9.11282488408539E-27,gene_377
488685,-1.34497789489867,1.51230400496871E-27,gene_3788
488765,-1.40871025923221,8.02573593090596E-36,gene_3808
488846,-1.18885578979915,2.09624342100748E-17,gene_3829
488884,-1.01654568777929,3.88961170679483E-14,gene_3841
488988,-1.39379061588244,1.12771747419518E-25,gene_3881
438534,-1.99529071063371,1.43638782951136E-160,gene_4005
438493,-1.11340308922084,5.18277366330828E-07,gene_4006
489449,-1.4394735125297,1.21419568867483E-80,gene_4024
477349,-1.27061110875654,7.38476838610156E-16,gene_404
489899,-1.05951844423926,3.34101434705039E-98,gene_4154
507347,-1.26226962867143,6.80288231703822E-101,gene_416
490186,-1.12868131146853,2.7140641483873E-52,gene_4206
510747,-1.06231740625256,8.96976454833748E-73,gene_4213
540450,-1.62335806285275,7.29588084853988E-21,gene_4225
510790,-1.70638827777846,3.18133511660828E-72,gene_4262
477411,-1.24086351905582,1.51182062193221E-54,gene_427
510802,-1.05389283785645,5.92905461067801E-21,gene_4274
490432,-1.05906815160638,2.43762054217291E-20,gene_4275
287799,-1.02178887659368,1.9621040625407E-30,gene_4289
438449,-1.3669980062492,1.50809577664128E-40,gene_4301
490577,-1.45963118953977,2.69723473427786E-29,gene_4317
490583,-1.36739245517341,3.78748226282378E-09,gene_4319
490704,-5.0617063409223,0,gene_4345
490857,-1.1590638244294,3.97012281714443E-79,gene_4397
507372,-1.57595086416136,5.7623545918333E-24,gene_441
296087,-1.1191702421302,4.70744857716385E-55,gene_4453
491218,-1.25261071733373,1.0563181094018E-56,gene_4480
510988,-1.32519297878238,1.02803878132907E-11,gene_4483
491414,-1.0742787423434,3.48905383597733E-34,gene_4540
300337,-1.03045683307177,7.7176558821045E-16,gene_4542
491490,-1.08356972284994,0.006197171048379,gene_4571
491498,-1.27970546447019,3.58374847427093E-29,gene_4577
477510,-1.07536824789384,7.83123609208646E-17,gene_458
491537,-1.18445590135501,5.9216943523625E-10,gene_4585
491601,-1.14304076025128,1.22541393446643E-33,gene_4608
491608,-1.17873840370012,1.50412470771765E-18,gene_4610
491829,-1.57913015262047,1.27684491765886E-39,gene_4672
546719,-1.52252292877412,2.15245761768451E-33,gene_4679
491901,-1.29134510223261,1.48899377415274E-16,gene_4690
454065,-1.93576006810594,1.29539062637949E-73,gene_4728
492040,-1.18486577761685,7.51117841728065E-35,gene_4732
492108,-1.03226313926083,2.81914852578593E-18,gene_4763
492211,-1.04713386873829,1.48943466270134E-12,gene_4794
464948,-1.4267289971198,1.95131997363097E-30,gene_4804
492304,-1.00096182166548,3.49098669914793E-22,gene_4819
473393,-1.11933555019859,1.85664833681133E-31,gene_4826
492420,-1.01723136150129,8.89955815375731E-15,gene_4846
492589,-1.33470826883062,2.34761970683383E-88,gene_4891
492599,-1.42390566571492,1.24409798166451E-28,gene_4894
492621,-2.361355076234,4.50424003087272E-241,gene_4900
315141,-2.47210887892884,6.46470147951424E-59,gene_4901
473472,-1.38109330748375,8.80207173256874E-58,gene_4928
537287,-1.00510506973195,8.54458203541989E-51,gene_496
475966,-1.88861676519853,2.64736705155603E-07,gene_50
470006,-1.48389641726469,0.002549001884724,gene_501
493032,-1.00024170617486,1.61915816141858E-57,gene_5015
529511,-1.20697553798857,2.98924367047004E-06,gene_5019
493108,-1.31437622524313,2.00880439678309E-16,gene_5039
493163,-1.13225203465858,7.17602462229576E-16,gene_5063
454668,-1.21063519867064,8.60691612189188E-33,gene_5080
493242,-1.90682050992876,6.84927713514527E-28,gene_5084
327298,-1.07564447602874,5.11804824125966E-51,gene_5120
493388,-1.44116146015526,4.95736576528443E-90,gene_5129
25640,-1.02466676343461,2.92872742813883E-08,gene_517
493510,-1.5138143119453,2.57184741323897E-139,gene_5170
493530,-1.12155362611414,2.32049265654742E-24,gene_5176
493623,-1.88885316061629,1.50006046125385E-24,gene_5202
465716,-1.09118274192971,1.10925031489702E-14,gene_5261
465731,-1.65241746575664,2.12672809067541E-32,gene_5270
454988,-1.55090326853359,7.98432822600387E-52,gene_5276
493921,-1.02119929122533,1.90295550619778E-41,gene_5283
336144,-1.83111731324236,3.32368192118076E-55,gene_5292
493994,-1.59584065266568,2.03281004760734E-18,gene_5301
541350,-1.38571111737487,9.93528173230785E-15,gene_5323
494295,-1.30693669166786,5.42219758842471E-20,gene_5375
511786,-1.30032586023619,4.55168398516671E-97,gene_5382
434519,-1.33080245547905,1.46188106540406E-56,gene_540
343415,-1.74543297194784,3.39554705368151E-23,gene_5420
455308,-1.03996782174968,1.0898811369029E-52,gene_5437
494568,-1.17297449100858,2.52313039987053E-40,gene_5453
440118,-1.13471931361862,4.21666755652053E-45,gene_5475
494674,-3.93558100541332,0,gene_5483
494782,-1.24400132844645,1.45258843221219E-11,gene_5503
494802,-1.18640605203203,7.39946220186905E-08,gene_5511
541550,-1.1641082294655,1.26555027946992E-50,gene_5561
495007,-1.51015081845663,1.54365368741646E-79,gene_5562
434533,-1.09230246712799,7.00023735178871E-26,gene_564
477832,-1.22061123031076,6.41300557460031E-06,gene_565
29183,-1.17216068729442,5.12069439688475E-59,gene_566
515418,-1.27274007540371,3.37392887407284E-22,gene_567
512079,-1.3814114961693,1.10775455574674E-12,gene_5706
541693,-1.13571251980816,1.64405904709802E-29,gene_5720
541713,-1.12406244145265,4.29593125092649E-36,gene_5742
455874,-1.38148408279516,2.34521763964644E-67,gene_5747
495693,-1.32657931941737,2.65010528691255E-25,gene_5748
495771,-1.21891180563704,3.16651825919531E-35,gene_5778
466746,-2.07405672650031,6.35581458005E-110,gene_5820
512225,-1.48848267300439,1.56845638379326E-25,gene_5856
368159,-1.25629196129107,5.80651463633471E-09,gene_5879
496105,-1.03092445338653,0.001278349203987,gene_5881
541856,-1.83068292261465,2.45383866750879E-35,gene_5903
496176,-1.4219701343945,4.61108878432068E-08,gene_5911
496228,-1.14907418975201,5.56572875603594E-31,gene_5930
370674,-1.05109789125089,3.07094267629485E-31,gene_5963
496386,-2.16653684724867,8.8419674134969E-11,gene_5984
496495,-1.17096816216357,4.25057811722964E-23,gene_6008
512367,-1.05266284310058,9.56693904669564E-11,gene_6018
512371,-1.49008303685532,4.57946171058163E-58,gene_6023
467115,-1.609457297926,4.93278251378838E-30,gene_6062
542018,-1.33623147966675,3.81141947825914E-10,gene_6098
431286,-1.11955738464282,5.7540360275677E-55,gene_6103
378139,-1.26126239794757,4.3180743579002E-11,gene_6125
532705,-1.14576130022065,0.001176605649433,gene_6129
507526,-1.0705096048876,1.92257915011025E-13,gene_618
497105,-1.29319021914906,1.71717675366297E-77,gene_6196
497162,-1.17447395634671,0.002900413954446,gene_6212
442283,-1.13095980812615,2.10013108448727E-16,gene_6227
383602,-1.01268740443782,2.54979832512705E-38,gene_6237
478082,-1.29109711517543,1.28795742585802E-13,gene_626
456667,-1.4777007648682,8.05969145386227E-24,gene_6266
497663,-1.6539176648042,7.13797211027615E-37,gene_6355
456822,-1.08252349211662,3.64328198677468E-23,gene_6366
542305,-1.18986251899973,1.39796809018469E-25,gene_6439
442885,-2.8783715974089,2.31653254961252E-224,gene_6467
64504,-1.16322854891895,1.32106077076074E-38,gene_6468
459786,-2.10449160369768,2.492904321714E-51,gene_649
67269,-1.67000025083577,1.44689335489469E-52,gene_6503
498311,-1.34782406450729,4.30243466153365E-21,gene_6523
459801,-1.40267699846289,4.80455581815158E-24,gene_657
537425,-1.11111861561995,6.52377939707714E-71,gene_658
467906,-1.31508653766075,4.1435337397146E-30,gene_6611
512912,-1.43378826782704,9.13396399157827E-33,gene_6621
498733,-1.322536568134,3.4995373792515E-40,gene_6635
478188,-1.05538123096931,5.17695197283881E-28,gene_667
498910,-1.11135123682337,3.30198045202195E-67,gene_6683
499010,-1.08964348197377,1.28098482170786E-13,gene_6715
499067,-1.23911588025987,7.9321814958272E-10,gene_6738
499239,-1.29894586369254,1.30881562436834E-22,gene_6796
499275,-1.15357416510197,2.91590839595379E-13,gene_6808
84496,-1.52046343039914,3.14976761556236E-43,gene_6832
442735,-1.31025480015096,1.38600898206832E-22,gene_6837
84801,-2.69124981173493,0,gene_6842
442574,-1.07869242269352,1.09804374045169E-50,gene_6843
90357,-1.50981791905497,1.79325682740639E-28,gene_6954
478299,-1.44644487127539,1.87231519249733E-47,gene_701
457691,-1.18298281325465,3.39079732237041E-98,gene_7030
93554,-1.05038937475738,4.70518420541626E-28,gene_7034
500140,-1.41991460691528,2.61389091343676E-34,gene_7072
443242,-1.63282385293626,4.11256328232596E-60,gene_7120
518666,-1.27426752652227,2.08084850394681E-80,gene_7159
98680,-1.17493375674665,2.37250199037697E-22,gene_7171
500591,-1.68891827181867,4.21666755652053E-45,gene_7216
500652,-1.04763887038792,1.74890306793706E-38,gene_7233
103257,-1.2603172301643,4.85152679648493E-33,gene_7260
106947,-2.63734564767702,6.8693127119694E-251,gene_7345
536675,-1.21024740497892,4.68070907419664E-19,gene_7346
443879,-1.81264625406692,2.99527570101055E-48,gene_7377
513559,-1.1210645246685,2.46299846097348E-46,gene_7380
459901,-2.01845097481355,1.46184974085984E-41,gene_739
548660,-1.48071121445003,2.5850815795232E-42,gene_7430
501365,-1.31832167698626,1.14917204908506E-164,gene_7444
543113,-1.18349543023823,7.51476018333903E-10,gene_7455
458477,-1.04465806462632,5.33362223815614E-10,gene_7508
548724,-1.52858201668308,4.58226018668181E-26,gene_7514
515772,-1.64700580562695,0.000116542599349,gene_752
501697,-1.17407058880715,5.6860507108054E-26,gene_7540
548774,-1.50456669370234,2.24666455647765E-43,gene_7590
2738,-2.15096685171638,1.74167460845076E-295,gene_76
502040,-1.95292206993644,7.40793730531026E-235,gene_7625
444228,-1.39674019923564,9.69889123559592E-97,gene_7662
478511,-2.26161994078711,0,gene_778
459963,-1.05853445955181,6.58289789379723E-26,gene_784
503524,-1.06197238639524,3.33011745943161E-09,gene_7900
478687,-1.00075593855928,4.66951008734447E-34,gene_815
478721,-2.82941799745913,8.4667180593157E-43,gene_826
476133,-1.3044477971354,1.09606541409871E-14,gene_87
43768,-1.01832134325499,4.60414334655252E-42,gene_873
534078,-1.70812616038321,7.90658610753897E-44,gene_904
507780,-1.08482086169847,1.3509796549553E-16,gene_907
470327,-1.1715206980537,5.9853104724124E-08,gene_913
47686,-1.02972556655264,1.02394861798464E-07,gene_978
