proteinId	kogid
493961	KOG0073
476482	KOG0075
477960	KOG0076
487289	KOG0077
480081	KOG0078
480081	KOG0078
177453	KOG0080
7784	KOG0082
211842	KOG0082
259740	KOG0082
510433	KOG0082
7784	KOG0082
211842	KOG0082
259740	KOG0082
510433	KOG0082
479222	KOG0084
479222	KOG0084
491691	KOG0086
491501	KOG0087
71632	KOG0088
541617	KOG0089
486614	KOG0090
484033	KOG0092
498928	KOG0092
440372	KOG0094
491697	KOG0096
481858	KOG0098
485367	KOG0100
450436	KOG0101
483020	KOG0101
489899	KOG0101
489992	KOG0102
194501	KOG0103
487245	KOG0104
542584	KOG0106
480436	KOG0108
486037	KOG0108
503651	KOG0108
449276	KOG0110
284485	KOG0111
490228	KOG0113
497248	KOG0113
490855	KOG0114
486894	KOG0116
90488	KOG0118
93102	KOG0118
249178	KOG0118
269480	KOG0118
468638	KOG0118
478299	KOG0118
480446	KOG0118
484765	KOG0118
488092	KOG0118
491273	KOG0118
491647	KOG0118
497090	KOG0118
511056	KOG0118
484285	KOG0119
441816	KOG0120
463926	KOG0121
480825	KOG0122
47072	KOG0123
246425	KOG0123
546551	KOG0123
47072	KOG0123
246425	KOG0123
546551	KOG0123
512461	KOG0126
482424	KOG0127
213971	KOG0128
479915	KOG0130
488943	KOG0131
545441	KOG0132
545441	KOG0132
473774	KOG0133
492936	KOG0133
533821	KOG0133
473774	KOG0133
492936	KOG0133
533821	KOG0133
357229	KOG0134
438737	KOG0134
475898	KOG0134
479964	KOG0134
480353	KOG0134
480357	KOG0134
357229	KOG0134
438737	KOG0134
475898	KOG0134
479964	KOG0134
480353	KOG0134
480357	KOG0134
502023	KOG0136
486873	KOG0137
491726	KOG0138
524239	KOG0139
480643	KOG0140
513360	KOG0141
513360	KOG0141
489185	KOG0142
122997	KOG0143
193700	KOG0143
421953	KOG0143
439128	KOG0143
443792	KOG0143
451657	KOG0143
508775	KOG0143
510941	KOG0143
122997	KOG0143
193700	KOG0143
421953	KOG0143
439128	KOG0143
443792	KOG0143
451657	KOG0143
508775	KOG0143
510941	KOG0143
9268	KOG0147
482526	KOG0148
482526	KOG0148
509308	KOG0150
355185	KOG0151
547345	KOG0152
440801	KOG0153
181663	KOG0154
540785	KOG0154
543063	KOG0154
489225	KOG0155
499219	KOG0156
45043	KOG0157
441150	KOG0157
491227	KOG0157
504990	KOG0157
507547	KOG0157
45043	KOG0157
441150	KOG0157
491227	KOG0157
504990	KOG0157
507547	KOG0157
508107	KOG0159
389488	KOG0160
435807	KOG0160
478457	KOG0161
488802	KOG0162
48939	KOG0166
504931	KOG0169
436833	KOG0170
508273	KOG0171
477672	KOG0172
483613	KOG0172
526822	KOG0172
483112	KOG0173
487702	KOG0174
496196	KOG0175
501357	KOG0176
480144	KOG0177
496194	KOG0178
496083	KOG0179
505192	KOG0180
487861	KOG0181
487953	KOG0182
483504	KOG0183
500622	KOG0184
481377	KOG0185
476346	KOG0186
490721	KOG0186
483718	KOG0187
495478	KOG0188
487247	KOG0189
484439	KOG0190
479665	KOG0191
490371	KOG0191
501336	KOG0191
495230	KOG0192
518632	KOG0192
60102	KOG0198
77065	KOG0198
481613	KOG0198
483662	KOG0198
302746	KOG0201
500123	KOG0201
506708	KOG0201
499860	KOG0202
526657	KOG0202
536773	KOG0202
492621	KOG0203
535261	KOG0204
484855	KOG0205
436716	KOG0206
438317	KOG0206
482387	KOG0206
360452	KOG0207
451424	KOG0207
469522	KOG0207
503148	KOG0207
503218	KOG0207
503321	KOG0207
503383	KOG0207
503488	KOG0207
520537	KOG0207
520565	KOG0207
484208	KOG0208
488989	KOG0209
500709	KOG0210
437072	KOG0211
544043	KOG0211
485164	KOG0212
497373	KOG0213
199063	KOG0214
438612	KOG0215
541550	KOG0216
153494	KOG0217
481237	KOG0217
478396	KOG0218
454819	KOG0219
490050	KOG0220
499748	KOG0221
180336	KOG0223
439189	KOG0223
491490	KOG0223
493734	KOG0223
482257	KOG0225
477587	KOG0226
484460	KOG0227
9431	KOG0228
492886	KOG0228
500187	KOG0229
178160	KOG0230
199424	KOG0230
489839	KOG0232
538218	KOG0232
499255	KOG0233
493785	KOG0234
497368	KOG0234
173111	KOG0235
480601	KOG0235
495741	KOG0235
538220	KOG0235
478716	KOG0236
490526	KOG0236
510747	KOG0236
462099	KOG0237
488439	KOG0238
488470	KOG0238
505858	KOG0238
488439	KOG0238
488470	KOG0238
505858	KOG0238
512076	KOG0239
227968	KOG0240
485537	KOG0242
487628	KOG0242
489405	KOG0242
490156	KOG0242
118748	KOG0243
472718	KOG0244
493892	KOG0245
434729	KOG0247
483447	KOG0248
462225	KOG0250
542271	KOG0251
542271	KOG0251
106947	KOG0252
512195	KOG0252
535042	KOG0252
73293	KOG0253
436956	KOG0253
476518	KOG0253
482251	KOG0253
499707	KOG0253
370	KOG0254
1991	KOG0254
63402	KOG0254
104263	KOG0254
106342	KOG0254
119909	KOG0254
132679	KOG0254
135418	KOG0254
138559	KOG0254
140944	KOG0254
143686	KOG0254
186435	KOG0254
186491	KOG0254
208855	KOG0254
220860	KOG0254
259478	KOG0254
291871	KOG0254
336144	KOG0254
342882	KOG0254
357226	KOG0254
390285	KOG0254
434085	KOG0254
435073	KOG0254
438390	KOG0254
438857	KOG0254
443800	KOG0254
444463	KOG0254
449198	KOG0254
454533	KOG0254
458828	KOG0254
459624	KOG0254
462501	KOG0254
463359	KOG0254
469377	KOG0254
469528	KOG0254
469578	KOG0254
475655	KOG0254
476044	KOG0254
476173	KOG0254
478469	KOG0254
479999	KOG0254
480303	KOG0254
480341	KOG0254
480369	KOG0254
480403	KOG0254
482009	KOG0254
483359	KOG0254
485736	KOG0254
485746	KOG0254
485800	KOG0254
485840	KOG0254
485974	KOG0254
486775	KOG0254
487404	KOG0254
487795	KOG0254
488275	KOG0254
488377	KOG0254
488415	KOG0254
491495	KOG0254
492820	KOG0254
494227	KOG0254
494927	KOG0254
495744	KOG0254
496386	KOG0254
497608	KOG0254
497859	KOG0254
497880	KOG0254
497892	KOG0254
498719	KOG0254
499487	KOG0254
501641	KOG0254
503693	KOG0254
505918	KOG0254
506167	KOG0254
506180	KOG0254
506193	KOG0254
507099	KOG0254
508449	KOG0254
508571	KOG0254
509078	KOG0254
509911	KOG0254
511884	KOG0254
514651	KOG0254
523281	KOG0254
524253	KOG0254
530914	KOG0254
533744	KOG0254
535023	KOG0254
535614	KOG0254
536815	KOG0254
538202	KOG0254
540619	KOG0254
541049	KOG0254
541193	KOG0254
541635	KOG0254
543718	KOG0254
547660	KOG0254
548263	KOG0254
14588	KOG0255
84801	KOG0255
120194	KOG0255
224312	KOG0255
244093	KOG0255
264729	KOG0255
443049	KOG0255
444228	KOG0255
458405	KOG0255
461761	KOG0255
464238	KOG0255
465251	KOG0255
469979	KOG0255
478876	KOG0255
480260	KOG0255
482450	KOG0255
485756	KOG0255
486036	KOG0255
487124	KOG0255
487987	KOG0255
493356	KOG0255
498304	KOG0255
513968	KOG0255
515492	KOG0255
520198	KOG0255
481039	KOG0256
443935	KOG0257
490594	KOG0257
477819	KOG0258
494894	KOG0259
476633	KOG0260
537720	KOG0260
455953	KOG0261
198829	KOG0262
478772	KOG0263
528354	KOG0264
502018	KOG0265
437912	KOG0266
476109	KOG0266
476178	KOG0266
486228	KOG0266
499938	KOG0266
508512	KOG0266
509726	KOG0266
493530	KOG0268
427331	KOG0269
439103	KOG0269
512912	KOG0270
482667	KOG0271
467448	KOG0272
482653	KOG0272
483407	KOG0273
441414	KOG0274
500845	KOG0274
505763	KOG0274
538027	KOG0274
254101	KOG0276
500595	KOG0277
509632	KOG0278
501365	KOG0279
507526	KOG0280
484528	KOG0281
500301	KOG0281
477236	KOG0282
478110	KOG0284
491751	KOG0285
509258	KOG0286
501130	KOG0287
482838	KOG0289
495791	KOG0290
456822	KOG0291
501810	KOG0292
503971	KOG0293
481275	KOG0294
483810	KOG0295
493374	KOG0296
474399	KOG0297
460532	KOG0298
481702	KOG0298
499239	KOG0299
463491	KOG0301
495127	KOG0301
459786	KOG0302
518995	KOG0303
488800	KOG0304
496954	KOG0305
497628	KOG0305
496954	KOG0305
497628	KOG0305
542305	KOG0306
499232	KOG0307
436215	KOG0308
435433	KOG0309
493623	KOG0310
534687	KOG0313
484145	KOG0314
483984	KOG0315
496274	KOG0316
501164	KOG0317
515742	KOG0318
534078	KOG0319
468647	KOG0321
484935	KOG0322
497091	KOG0323
481056	KOG0324
477750	KOG0325
477750	KOG0325
478459	KOG0326
493510	KOG0327
478417	KOG0328
488011	KOG0328
493185	KOG0329
456667	KOG0330
315141	KOG0331
365368	KOG0331
365509	KOG0331
497623	KOG0332
343416	KOG0333
486748	KOG0334
328374	KOG0335
442735	KOG0335
481584	KOG0337
501624	KOG0337
491608	KOG0338
273695	KOG0340
477051	KOG0341
67269	KOG0342
451850	KOG0342
493024	KOG0342
473614	KOG0343
536675	KOG0344
33911	KOG0345
484052	KOG0346
479447	KOG0347
467906	KOG0348
541350	KOG0350
537881	KOG0351
544258	KOG0351
481980	KOG0353
454950	KOG0354
489951	KOG0355
462870	KOG0356
490383	KOG0357
459638	KOG0358
496776	KOG0359
478270	KOG0360
489686	KOG0361
482958	KOG0362
500432	KOG0363
481165	KOG0364
541691	KOG0365
461617	KOG0366
500204	KOG0367
541856	KOG0368
365198	KOG0369
459091	KOG0370
482143	KOG0370
484040	KOG0370
476851	KOG0371
477305	KOG0372
500078	KOG0372
477305	KOG0372
500078	KOG0372
482659	KOG0373
482659	KOG0373
233949	KOG0374
437640	KOG0374
506767	KOG0374
233949	KOG0374
437640	KOG0374
506767	KOG0374
498987	KOG0375
483101	KOG0376
494373	KOG0378
198141	KOG0379
323632	KOG0379
443669	KOG0379
470991	KOG0379
483796	KOG0379
496051	KOG0380
10084	KOG0381
264769	KOG0381
475231	KOG0381
508656	KOG0381
210015	KOG0383
485407	KOG0383
479250	KOG0384
458237	KOG0385
481440	KOG0385
435436	KOG0386
435436	KOG0386
485338	KOG0387
485338	KOG0387
522975	KOG0388
459718	KOG0389
479985	KOG0390
484279	KOG0390
478162	KOG0391
488931	KOG0391
476277	KOG0392
49104	KOG0393
477268	KOG0393
494629	KOG0393
508076	KOG0393
508693	KOG0393
512729	KOG0393
513049	KOG0393
480703	KOG0394
77039	KOG0395
86629	KOG0395
274123	KOG0395
437668	KOG0395
540283	KOG0396
499368	KOG0397
478135	KOG0398
499067	KOG0399
484308	KOG0400
505195	KOG0401
487428	KOG0402
495933	KOG0404
439531	KOG0405
495604	KOG0407
123029	KOG0409
480567	KOG0409
489498	KOG0409
492841	KOG0409
495376	KOG0409
501519	KOG0409
508027	KOG0409
377785	KOG0411
482238	KOG0412
481382	KOG0414
481382	KOG0414
481565	KOG0415
542752	KOG0415
498483	KOG0416
483720	KOG0417
484393	KOG0417
495469	KOG0417
507169	KOG0417
478935	KOG0418
493105	KOG0419
71969	KOG0420
485025	KOG0423
497152	KOG0424
534368	KOG0425
477313	KOG0426
507138	KOG0427
477370	KOG0428
489475	KOG0429
500098	KOG0431
486717	KOG0432
485317	KOG0433
505135	KOG0434
535231	KOG0436
451049	KOG0437
491589	KOG0438
481414	KOG0439
501172	KOG0440
506158	KOG0440
508518	KOG0441
501459	KOG0442
499170	KOG0444
477867	KOG0446
479008	KOG0446
526848	KOG0446
533968	KOG0446
477867	KOG0446
479008	KOG0446
526848	KOG0446
533968	KOG0446
495189	KOG0448
489711	KOG0449
451961	KOG0450
501668	KOG0451
200539	KOG0453
449771	KOG0453
494584	KOG0453
200539	KOG0453
449771	KOG0453
494584	KOG0453
463717	KOG0454
499037	KOG0455
496835	KOG0456
32495	KOG0457
437513	KOG0458
495774	KOG0459
491719	KOG0460
491315	KOG0462
487943	KOG0463
100015	KOG0465
481698	KOG0466
490396	KOG0467
450890	KOG0468
483498	KOG0469
490079	KOG0470
177641	KOG0471
443173	KOG0471
477400	KOG0471
481298	KOG0471
490742	KOG0471
497730	KOG0471
500631	KOG0471
510827	KOG0471
542245	KOG0471
449947	KOG0475
503771	KOG0475
501910	KOG0477
455308	KOG0478
540495	KOG0479
437862	KOG0480
488079	KOG0481
495835	KOG0482
508291	KOG0485
65248	KOG0490
513154	KOG0490
490435	KOG0495
483791	KOG0497
466483	KOG0503
485857	KOG0503
494579	KOG0503
508111	KOG0503
41951	KOG0504
465171	KOG0504
471258	KOG0504
486350	KOG0504
491901	KOG0504
501416	KOG0504
539774	KOG0504
94750	KOG0509
17569	KOG0519
129551	KOG0519
370707	KOG0519
444469	KOG0519
444488	KOG0519
463888	KOG0519
476932	KOG0519
477925	KOG0519
481491	KOG0519
484184	KOG0519
487698	KOG0519
490731	KOG0519
504338	KOG0519
504437	KOG0519
513128	KOG0519
539336	KOG0519
74144	KOG0523
321700	KOG0523
481470	KOG0523
492932	KOG0523
299042	KOG0524
540400	KOG0525
499787	KOG0526
499787	KOG0526
499787	KOG0526
5032	KOG0527
107253	KOG0527
507415	KOG0527
538930	KOG0527
484583	KOG0529
477357	KOG0530
483228	KOG0531
485166	KOG0531
477337	KOG0533
497586	KOG0533
490161	KOG0534
494172	KOG0534
494500	KOG0534
490161	KOG0534
494172	KOG0534
494500	KOG0534
484524	KOG0536
501087	KOG0537
109017	KOG0538
263683	KOG0538
439024	KOG0538
443868	KOG0538
488452	KOG0538
489156	KOG0538
527762	KOG0538
534837	KOG0538
480720	KOG0539
513684	KOG0540
513684	KOG0540
479329	KOG0541
301758	KOG0542
486546	KOG0544
480377	KOG0546
495828	KOG0546
493951	KOG0547
444466	KOG0548
481724	KOG0548
490555	KOG0548
473226	KOG0549
501761	KOG0551
496495	KOG0552
489811	KOG0553
484101	KOG0554
505509	KOG0555
119075	KOG0556
483611	KOG0556
23129	KOG0557
483381	KOG0557
500582	KOG0558
486571	KOG0559
47441	KOG0560
484780	KOG0562
477286	KOG0563
265867	KOG0564
327643	KOG0564
158610	KOG0565
476465	KOG0565
486635	KOG0565
463647	KOG0566
478478	KOG0566
488765	KOG0567
482708	KOG0569
483650	KOG0569
491098	KOG0569
478814	KOG0571
459963	KOG0572
544397	KOG0573
155736	KOG0575
441130	KOG0578
481587	KOG0578
435692	KOG0580
485120	KOG0580
492301	KOG0581
493523	KOG0581
504422	KOG0581
493455	KOG0582
427473	KOG0583
461114	KOG0583
474066	KOG0583
481208	KOG0583
481296	KOG0583
482498	KOG0583
513559	KOG0583
515555	KOG0583
237966	KOG0585
475437	KOG0585
483642	KOG0586
534717	KOG0586
480884	KOG0588
509393	KOG0588
358031	KOG0590
454009	KOG0590
505666	KOG0590
426112	KOG0592
479736	KOG0592
29107	KOG0594
49678	KOG0594
296132	KOG0595
296132	KOG0595
296132	KOG0595
495105	KOG0596
484857	KOG0598
486968	KOG0598
498541	KOG0598
484857	KOG0598
486968	KOG0598
498541	KOG0598
469277	KOG0600
512498	KOG0600
389361	KOG0601
477673	KOG0601
477505	KOG0602
504878	KOG0602
434668	KOG0605
439076	KOG0605
476845	KOG0605
501816	KOG0605
529435	KOG0605
510212	KOG0610
491681	KOG0612
500164	KOG0615
379825	KOG0616
489982	KOG0616
388875	KOG0618
388570	KOG0619
487396	KOG0619
523709	KOG0619
388614	KOG0620
491835	KOG0621
462764	KOG0622
322973	KOG0623
482465	KOG0624
484720	KOG0625
488375	KOG0626
489049	KOG0626
497895	KOG0626
374047	KOG0627
528070	KOG0627
537324	KOG0627
539426	KOG0627
541119	KOG0627
481455	KOG0628
481594	KOG0628
541673	KOG0629
488204	KOG0631
486964	KOG0633
485787	KOG0634
486955	KOG0634
496125	KOG0634
498169	KOG0634
476777	KOG0635
497348	KOG0636
477816	KOG0637
501121	KOG0637
472964	KOG0642
336649	KOG0643
336649	KOG0643
499274	KOG0645
355182	KOG0646
494135	KOG0647
487747	KOG0650
499355	KOG0651
508779	KOG0652
440256	KOG0653
498360	KOG0653
503751	KOG0653
85985	KOG0657
495092	KOG0657
227941	KOG0658
485312	KOG0659
512731	KOG0659
485312	KOG0659
512731	KOG0659
485312	KOG0659
512731	KOG0659
434973	KOG0660
439500	KOG0660
486963	KOG0660
488489	KOG0660
512420	KOG0660
437111	KOG0661
500610	KOG0663
494478	KOG0666
442071	KOG0667
442395	KOG0667
495432	KOG0668
495432	KOG0668
495432	KOG0668
479905	KOG0670
440887	KOG0671
489519	KOG0672
489519	KOG0672
498700	KOG0673
492582	KOG0675
100756	KOG0676
438812	KOG0676
488756	KOG0676
492265	KOG0676
496653	KOG0677
497781	KOG0678
487979	KOG0679
498454	KOG0680
521266	KOG0681
438534	KOG0682
498934	KOG0682
478026	KOG0683
493472	KOG0683
500460	KOG0683
287799	KOG0684
492744	KOG0686
492744	KOG0686
480575	KOG0687
479934	KOG0688
489669	KOG0691
494402	KOG0691
548160	KOG0691
451721	KOG0692
451989	KOG0692
478443	KOG0693
482891	KOG0694
462207	KOG0698
479126	KOG0698
500070	KOG0698
3913	KOG0700
453219	KOG0700
500100	KOG0700
529422	KOG0700
184336	KOG0701
476226	KOG0703
493178	KOG0703
498741	KOG0703
528674	KOG0704
528674	KOG0704
528674	KOG0704
500857	KOG0706
537712	KOG0707
487417	KOG0709
476329	KOG0711
287028	KOG0712
500453	KOG0712
539829	KOG0712
443485	KOG0713
481884	KOG0714
483989	KOG0714
484487	KOG0714
495003	KOG0714
510085	KOG0714
182079	KOG0715
508353	KOG0715
184257	KOG0716
501219	KOG0717
5933	KOG0718
459575	KOG0719
478931	KOG0721
489238	KOG0723
490857	KOG0724
495449	KOG0724
3090	KOG0725
32031	KOG0725
62614	KOG0725
97305	KOG0725
435927	KOG0725
450915	KOG0725
460260	KOG0725
462717	KOG0725
470092	KOG0725
478472	KOG0725
479744	KOG0725
479762	KOG0725
482194	KOG0725
483734	KOG0725
485918	KOG0725
490898	KOG0725
492781	KOG0725
495334	KOG0725
496711	KOG0725
498088	KOG0725
510939	KOG0725
512350	KOG0725
512787	KOG0725
513169	KOG0725
532460	KOG0725
540794	KOG0725
477309	KOG0726
243547	KOG0727
467875	KOG0728
491818	KOG0729
158925	KOG0730
477246	KOG0730
499187	KOG0730
252234	KOG0731
506722	KOG0732
343415	KOG0733
494121	KOG0734
483512	KOG0735
496925	KOG0736
485050	KOG0737
501203	KOG0737
488518	KOG0739
468523	KOG0741
301661	KOG0743
458898	KOG0743
507007	KOG0743
480701	KOG0744
500763	KOG0745
493731	KOG0746
479444	KOG0748
537724	KOG0748
479444	KOG0748
537724	KOG0748
484456	KOG0749
479630	KOG0750
508809	KOG0751
478566	KOG0752
500704	KOG0752
483157	KOG0754
490701	KOG0754
494309	KOG0755
484819	KOG0756
485501	KOG0756
490794	KOG0756
505419	KOG0756
506463	KOG0757
477411	KOG0758
481080	KOG0758
494837	KOG0758
498780	KOG0758
501849	KOG0758
536529	KOG0758
490790	KOG0759
498604	KOG0759
505692	KOG0759
505587	KOG0760
102612	KOG0761
493724	KOG0762
121528	KOG0764
334745	KOG0764
477487	KOG0766
462076	KOG0767
486927	KOG0767
464678	KOG0768
255146	KOG0769
498994	KOG0769
526627	KOG0769
481132	KOG0771
492593	KOG0772
300368	KOG0776
486051	KOG0777
500285	KOG0778
538396	KOG0779
476861	KOG0780
440623	KOG0781
487377	KOG0783
506498	KOG0784
457674	KOG0785
484448	KOG0785
485551	KOG0785
513814	KOG0785
500642	KOG0786
497070	KOG0787
510790	KOG0788
494405	KOG0791
505082	KOG0791
542790	KOG0794
494037	KOG0795
510369	KOG0796
504858	KOG0797
524057	KOG0798
152423	KOG0800
493441	KOG0800
513281	KOG0800
513526	KOG0800
513769	KOG0800
543629	KOG0800
501542	KOG0802
477382	KOG0803
467617	KOG0804
494352	KOG0806
498163	KOG0806
506924	KOG0806
510905	KOG0806
544074	KOG0806
464301	KOG0809
501753	KOG0810
486670	KOG0811
499329	KOG0812
483789	KOG0813
511256	KOG0813
479920	KOG0814
520378	KOG0814
502063	KOG0815
462812	KOG0816
352310	KOG0817
483979	KOG0817
484221	KOG0817
537995	KOG0818
492241	KOG0819
498311	KOG0820
480053	KOG0822
354344	KOG0823
439484	KOG0826
493119	KOG0828
512941	KOG0829
497105	KOG0830
441288	KOG0831
485202	KOG0832
62505	KOG0833
478080	KOG0834
495766	KOG0834
476556	KOG0835
525645	KOG0836
485007	KOG0840
443423	KOG0841
103803	KOG0845
228975	KOG0845
103803	KOG0845
228975	KOG0845
542039	KOG0846
450919	KOG0851
24006	KOG0852
461054	KOG0853
534224	KOG0854
258954	KOG0855
494125	KOG0855
488002	KOG0856
487617	KOG0857
484605	KOG0858
499198	KOG0858
84518	KOG0859
489343	KOG0859
500740	KOG0860
480626	KOG0861
484215	KOG0862
539934	KOG0863
489138	KOG0864
499258	KOG0864
510821	KOG0864
479255	KOG0865
486429	KOG0865
168199	KOG0867
497103	KOG0867
509346	KOG0867
490226	KOG0868
459503	KOG0869
484016	KOG0870
484371	KOG0871
93554	KOG0872
483025	KOG0873
487092	KOG0874
54394	KOG0875
456742	KOG0876
461177	KOG0877
484414	KOG0878
498996	KOG0879
477542	KOG0880
434828	KOG0881
486549	KOG0882
457052	KOG0883
492669	KOG0884
499226	KOG0885
501418	KOG0886
496166	KOG0887
67395	KOG0888
491480	KOG0888
334149	KOG0889
334149	KOG0889
334149	KOG0889
334149	KOG0889
537197	KOG0890
537197	KOG0890
537197	KOG0890
537197	KOG0890
433778	KOG0891
494955	KOG0891
532201	KOG0892
532201	KOG0892
532201	KOG0892
532201	KOG0892
493141	KOG0893
543027	KOG0894
439995	KOG0895
456054	KOG0895
531959	KOG0896
466313	KOG0898
481169	KOG0899
543851	KOG0900
479653	KOG0901
481437	KOG0901
497246	KOG0902
481358	KOG0903
481358	KOG0903
487739	KOG0906
487739	KOG0906
491788	KOG0907
482418	KOG0908
478214	KOG0909
478100	KOG0910
479931	KOG0911
487848	KOG0911
441687	KOG0916
441648	KOG0917
39328	KOG0919
487951	KOG0920
505190	KOG0920
509110	KOG0920
486535	KOG0922
493242	KOG0922
501222	KOG0922
482944	KOG0923
491544	KOG0924
534468	KOG0926
534468	KOG0926
168653	KOG0927
497165	KOG0927
62017	KOG0928
333645	KOG0929
482470	KOG0929
483576	KOG0929
483686	KOG0929
497863	KOG0933
497863	KOG0933
8257	KOG0934
495611	KOG0935
495912	KOG0936
477291	KOG0937
486720	KOG0938
467423	KOG0939
467423	KOG0939
479396	KOG0940
512885	KOG0942
358983	KOG0944
540857	KOG0945
540857	KOG0945
505081	KOG0946
497084	KOG0947
482543	KOG0948
461121	KOG0951
526548	KOG0952
542196	KOG0952
483449	KOG0953
359702	KOG0955
544610	KOG0955
458756	KOG0958
458766	KOG0958
502921	KOG0958
506839	KOG0958
528689	KOG0959
477478	KOG0960
484596	KOG0961
484522	KOG0962
497276	KOG0963
484358	KOG0964
474347	KOG0965
504191	KOG0966
309456	KOG0967
381589	KOG0967
434569	KOG0967
487367	KOG0968
480638	KOG0969
482357	KOG0970
483724	KOG0971
509397	KOG0971
483724	KOG0971
509397	KOG0971
497036	KOG0973
497036	KOG0973
206146	KOG0975
457588	KOG0975
532422	KOG0978
483617	KOG0979
483617	KOG0979
483617	KOG0979
477317	KOG0980
496858	KOG0981
499360	KOG0985
17595	KOG0988
478579	KOG0988
479579	KOG0989
485583	KOG0990
477081	KOG0991
481599	KOG0995
492509	KOG0996
492509	KOG0996
482122	KOG0997
107022	KOG0998
480665	KOG0998
107022	KOG0998
480665	KOG0998
14665	KOG1001
75606	KOG1001
484112	KOG1001
489064	KOG1001
489271	KOG1001
521542	KOG1001
521991	KOG1001
14665	KOG1001
75606	KOG1001
484112	KOG1001
489064	KOG1001
489271	KOG1001
521542	KOG1001
521991	KOG1001
492553	KOG1002
512052	KOG1003
483740	KOG1004
480721	KOG1008
530688	KOG1009
530688	KOG1009
481591	KOG1011
481591	KOG1011
378894	KOG1012
494387	KOG1012
499972	KOG1012
71299	KOG1014
488730	KOG1014
125527	KOG1018
362117	KOG1018
490695	KOG1018
499609	KOG1018
511630	KOG1018
514265	KOG1018
92041	KOG1020
475822	KOG1020
92041	KOG1020
475822	KOG1020
92041	KOG1020
475822	KOG1020
486654	KOG1027
292025	KOG1032
544364	KOG1032
473180	KOG1034
494514	KOG1035
491839	KOG1036
481632	KOG1038
481632	KOG1038
38468	KOG1039
115991	KOG1040
466843	KOG1040
539506	KOG1040
435637	KOG1041
498420	KOG1041
193714	KOG1043
476054	KOG1045
487516	KOG1046
487516	KOG1046
476192	KOG1047
476192	KOG1047
476192	KOG1047
476192	KOG1047
492759	KOG1049
103636	KOG1050
245867	KOG1050
477230	KOG1051
489515	KOG1051
476593	KOG1057
491617	KOG1058
314014	KOG1059
478435	KOG1060
487467	KOG1061
500303	KOG1061
481509	KOG1062
489166	KOG1062
248190	KOG1063
248190	KOG1063
481206	KOG1064
457480	KOG1065
465294	KOG1065
518172	KOG1065
34637	KOG1066
463214	KOG1066
512353	KOG1066
