jgi|Papla1|10532|CE10531_15812	KAI1910396.1	3.1	23.1	48	84	36	33.333	28
jgi|Papla1|10532|CE10531_15812	KAI1916076.1	3.1	23.1	48	84	36	33.333	28
jgi|Papla1|10532|CE10531_15812	KAI1920414.1	3.1	23.1	48	84	36	33.333	28
jgi|Papla1|10532|CE10531_15812	KAI1938829.1	3.1	23.1	48	84	36	33.333	28
jgi|Papla1|10532|CE10531_15812	KAI1941543.1	3.1	23.1	48	84	36	33.333	28
jgi|Papla1|106272|CE106271_1134	GAV54886.1	6.3	23.1	48	33	8	42.424	14
jgi|Papla1|106342|CE106341_628	AQM55799.1	1.8	25.4	54	42	8	30.952	13
jgi|Papla1|107022|CE107021_18345	GAV49974.1	9.7	24.6	52	40	3	35.000	14
jgi|Papla1|107161|CE107160_11152	KAJ4371436.1	9.5	22.3	46	30	9	33.333	10
jgi|Papla1|107253|CE107252_205	CAI4053670.1	3.5	24.6	52	59	13	23.729	14
jgi|Papla1|107253|CE107252_205	CAI4053670.1	5.6	23.9	50	52	13	25.000	13
jgi|Papla1|107253|CE107252_205	XP_056085639.1	3.5	24.6	52	59	13	23.729	14
jgi|Papla1|107253|CE107252_205	XP_056085639.1	5.6	23.9	50	52	13	25.000	13
jgi|Papla1|107253|CE107252_205	CAI4053659.1	3.5	24.6	52	59	13	23.729	14
jgi|Papla1|107253|CE107252_205	CAI4053659.1	5.8	23.9	50	52	13	25.000	13
jgi|Papla1|107253|CE107252_205	CAI4036878.1	3.9	24.3	51	59	12	27.119	16
jgi|Papla1|107253|CE107252_205	XP_056079995.1	3.9	24.3	51	59	12	27.119	16
jgi|Papla1|109017|CE109016_10732	KAJ4295372.1	3.7	24.6	52	59	10	28.814	17
jgi|Papla1|109629|CE109628_11576	GMM50551.1	1.8	24.6	52	14	4	50.000	7
jgi|Papla1|110140|CE110139_24466	KAJ4408320.1	1.5	26.2	56	176	24	19.318	34
jgi|Papla1|110140|CE110139_24466	KAJ4313061.1	1.9	25.8	55	106	16	23.585	25
jgi|Papla1|110140|CE110139_24466	KAJ4342032.1	2.1	25.4	54	148	20	21.622	32
jgi|Papla1|110140|CE110139_24466	KAJ4364812.1	3.0	25.0	53	148	20	20.946	31
jgi|Papla1|110140|CE110139_24466	AQM55797.1	4.2	24.6	52	21	3	47.619	10
jgi|Papla1|110239|CE110238_11901	EJS41313.1	0.28	26.6	57	37	17	27.027	10
jgi|Papla1|110239|CE110238_11901	EWG92915.1	1.5	24.3	51	37	17	24.324	9
jgi|Papla1|110239|CE110238_11901	AJW17828.1	1.5	24.3	51	37	17	24.324	9
jgi|Papla1|110239|CE110238_11901	AJW21301.1	1.5	24.3	51	37	17	24.324	9
jgi|Papla1|110239|CE110238_11901	AJW23049.1	1.5	24.3	51	37	17	24.324	9
jgi|Papla1|1107|CE1106_14961	XP_003955628.1	7.8	25.0	53	79	5	29.114	23
jgi|Papla1|1107|CE1106_14961	CCF56493.1	7.8	25.0	53	79	5	29.114	23
jgi|Papla1|110911|CE110910_150	CAX40566.1	5.0	23.9	50	15	3	46.667	7
jgi|Papla1|110911|CE110910_150	XP_002421234.1	5.0	23.9	50	15	3	46.667	7
jgi|Papla1|110911|CE110910_150	BAE44581.1	6.0	23.5	49	15	3	46.667	7
jgi|Papla1|111534|CE111533_4657	AQM55797.1	1.29e-14	70.5	171	223	45	27.803	62
jgi|Papla1|111910|CE111909_559	KAJ4359842.1	9.9	23.1	48	66	11	30.303	20
jgi|Papla1|111910|CE111909_559	XP_056076044.1	9.9	23.1	48	66	11	30.303	20
jgi|Papla1|112412|CE112411_20750	CAI1985971.1	9.4	22.7	47	49	11	30.612	15
jgi|Papla1|112412|CE112411_20750	CAI2011983.1	9.4	22.7	47	49	11	30.612	15
jgi|Papla1|112412|CE112411_20750	KAF4006050.1	9.7	22.7	47	27	6	37.037	10
jgi|Papla1|113432|CE113431_6750	KAI5949764.1	1.4	24.3	51	32	19	43.750	14
jgi|Papla1|113432|CE113431_6750	KAI5949764.1	7.5	21.9	45	13	19	61.538	8
jgi|Papla1|113432|CE113431_6750	XP_051606919.1	1.4	24.3	51	32	19	43.750	14
jgi|Papla1|113432|CE113431_6750	XP_051606919.1	7.5	21.9	45	13	19	61.538	8
jgi|Papla1|113432|CE113431_6750	CAP92287.1	2.2	23.5	49	21	10	47.619	10
jgi|Papla1|113432|CE113431_6750	KAG5420767.1	2.4	23.5	49	57	21	35.088	20
jgi|Papla1|113432|CE113431_6750	QHB08491.1	9.9	21.2	43	27	13	33.333	9
jgi|Papla1|113649|CE113648_7211	AMD21807.1	0.68	25.4	54	27	12	37.037	10
jgi|Papla1|113649|CE113648_7211	XP_017988803.1	0.68	25.4	54	27	12	37.037	10
jgi|Papla1|114348|CE114347_14268	CDR43660.1	0.100	27.7	60	78	39	29.487	23
jgi|Papla1|114348|CE114347_14268	KAH3903218.1	0.80	25.0	53	36	18	36.111	13
jgi|Papla1|114348|CE114347_14268	XP_045937146.1	0.80	25.0	53	36	18	36.111	13
jgi|Papla1|11536|CE11535_13599	AEY96686.1	0.42	28.5	62	43	5	32.558	14
jgi|Papla1|11536|CE11535_13599	AAS52389.1	0.42	28.5	62	43	5	32.558	14
jgi|Papla1|11536|CE11535_13599	NP_984565.1	0.42	28.5	62	43	5	32.558	14
jgi|Papla1|115837|CE115836_5744	CAI4053386.1	0.039	29.6	65	62	22	32.258	20
jgi|Papla1|115837|CE115836_5744	WBF16185.1	0.039	29.6	65	62	22	32.258	20
jgi|Papla1|115837|CE115836_5744	QLG74845.1	2.5	23.9	50	36	15	33.333	12
jgi|Papla1|115837|CE115836_5744	XP_037146570.1	2.5	23.9	50	36	15	33.333	12
jgi|Papla1|115837|CE115836_5744	CAI4036878.1	2.7	23.5	49	54	21	27.778	15
jgi|Papla1|115877|CE115876_105679	QLG74845.1	2.8	25.4	54	24	3	41.667	10
jgi|Papla1|115877|CE115876_105679	XP_037146570.1	2.8	25.4	54	24	3	41.667	10
jgi|Papla1|115877|CE115876_105679	AOA64335.1	7.6	23.9	50	47	7	27.660	13
jgi|Papla1|115877|CE115876_105679	AOA68859.1	7.6	23.9	50	47	7	27.660	13
jgi|Papla1|115877|CE115876_105679	CCA39937.1	7.6	23.9	50	47	7	27.660	13
jgi|Papla1|115991|CE115990_3579	QHS76735.1	5.7	24.6	52	83	8	30.120	25
jgi|Papla1|115991|CE115990_3579	XP_033769767.1	5.7	24.6	52	83	8	30.120	25
jgi|Papla1|115991|CE115990_3579	AMD21807.1	8.1	24.3	51	71	7	32.394	23
jgi|Papla1|115991|CE115990_3579	XP_017988803.1	8.1	24.3	51	71	7	32.394	23
jgi|Papla1|116562|CE116561_1402	CAP80574.1	0.43	28.1	61	66	8	27.273	18
jgi|Papla1|116562|CE116561_1402	CAP92287.1	2.4	25.8	55	73	9	24.658	18
jgi|Papla1|116562|CE116561_1402	AOA64335.1	9.8	23.9	50	45	5	44.444	20
jgi|Papla1|116562|CE116561_1402	AOA68859.1	9.8	23.9	50	45	5	44.444	20
jgi|Papla1|116562|CE116561_1402	CCA39937.1	9.8	23.9	50	45	5	44.444	20
jgi|Papla1|120194|CE120193_4054	AQM55799.1	3.33e-12	63.2	152	498	88	22.490	112
jgi|Papla1|120465|CE120464_9781	AEY96686.1	2.2	24.6	52	106	30	28.302	30
jgi|Papla1|120465|CE120464_9781	AJW24362.1	2.2	24.6	52	50	14	26.000	13
jgi|Papla1|120465|CE120464_9781	AAS52389.1	2.4	24.3	51	106	30	28.302	30
jgi|Papla1|120465|CE120464_9781	NP_984565.1	2.4	24.3	51	106	30	28.302	30
jgi|Papla1|120465|CE120464_9781	CAI4053670.1	3.9	23.9	50	46	13	26.087	12
jgi|Papla1|121006|CE121005_591	CAP92287.1	4.1	24.6	52	29	5	37.931	11
jgi|Papla1|121391|CE121390_10490	OQE09368.1	9.0	21.2	43	32	19	31.250	10
jgi|Papla1|12239|CE12238_5044	CAI4061593.1	4.6	23.9	50	51	10	31.373	16
jgi|Papla1|12239|CE12238_5044	XP_056087627.1	4.6	23.9	50	51	10	31.373	16
jgi|Papla1|12239|CE12238_5044	CAI4061631.1	4.9	23.5	49	51	10	31.373	16
jgi|Papla1|12239|CE12238_5044	AQM55799.1	7.6	23.5	49	79	16	29.114	23
jgi|Papla1|122737|CE122736_2125	XP_003956453.1	0.65	27.3	59	124	13	25.806	32
jgi|Papla1|122737|CE122736_2125	CCF57318.1	0.65	27.3	59	124	13	25.806	32
jgi|Papla1|122767|CE122766_4044	CAI4061631.1	3.1	22.7	47	44	23	27.273	12
jgi|Papla1|122767|CE122766_4044	CAI4061593.1	3.1	22.7	47	44	23	27.273	12
jgi|Papla1|122767|CE122766_4044	XP_056087627.1	3.1	22.7	47	44	23	27.273	12
jgi|Papla1|122830|CE122829_2623	AAS52389.1	1.1	26.2	56	59	10	33.898	20
jgi|Papla1|122830|CE122829_2623	NP_984565.1	1.1	26.2	56	59	10	33.898	20
jgi|Papla1|122830|CE122829_2623	CAI4062666.1	4.0	23.9	50	38	6	31.579	12
jgi|Papla1|122830|CE122829_2623	CAI4061995.1	4.1	23.9	50	38	6	31.579	12
jgi|Papla1|122830|CE122829_2623	CAI1985971.1	4.7	23.9	50	38	6	31.579	12
jgi|Papla1|122831|CE122830_587	AEY96686.1	0.86	24.3	51	24	16	41.667	10
jgi|Papla1|122831|CE122830_587	AAS52389.1	0.86	24.3	51	24	16	41.667	10
jgi|Papla1|122831|CE122830_587	NP_984565.1	0.86	24.3	51	24	16	41.667	10
jgi|Papla1|122927|CE122926_2981	KAI2302802.1	2.4	24.3	51	16	5	56.250	9
jgi|Papla1|122927|CE122926_2981	KAI2028273.1	3.3	23.9	50	16	5	56.250	9
jgi|Papla1|122927|CE122926_2981	KAI2298658.1	3.3	23.9	50	16	5	56.250	9
jgi|Papla1|122927|CE122926_2981	KAI1914559.1	3.4	23.9	50	16	5	56.250	9
jgi|Papla1|122927|CE122926_2981	KAI1960662.1	3.4	23.9	50	16	5	56.250	9
jgi|Papla1|122997|CE122996_5949	KAJ9568696.1	1.3	25.0	53	105	31	24.762	26
jgi|Papla1|123029|CE123028_13243	ANZ73538.1	2.9	23.9	50	47	15	29.787	14
jgi|Papla1|123029|CE123028_13243	AOA64335.1	6.5	22.7	47	47	15	29.787	14
jgi|Papla1|123029|CE123028_13243	AOA68859.1	6.5	22.7	47	47	15	29.787	14
jgi|Papla1|123029|CE123028_13243	CCA39937.1	6.5	22.7	47	47	15	29.787	14
jgi|Papla1|123029|CE123028_13243	CAH2449990.1	6.5	22.7	47	47	15	29.787	14
jgi|Papla1|123069|CE123068_9529	KAI2302802.1	4.0	24.6	52	47	6	31.915	15
jgi|Papla1|123069|CE123068_9529	KAI1970642.1	5.5	24.3	51	47	6	31.915	15
jgi|Papla1|123069|CE123068_9529	KAI1978464.1	5.5	24.3	51	47	6	31.915	15
jgi|Papla1|123069|CE123068_9529	KAI1983824.1	5.5	24.3	51	47	6	31.915	15
jgi|Papla1|123069|CE123068_9529	KAI1910396.1	5.6	24.3	51	47	6	31.915	15
jgi|Papla1|125539|CE125538_5164	XP_003956453.1	8.6	23.9	50	36	5	27.778	10
jgi|Papla1|125539|CE125538_5164	CCF57318.1	8.6	23.9	50	36	5	27.778	10
jgi|Papla1|126313|CE126312_3583	CEL05284.1	0.32	25.4	54	35	22	37.143	13
jgi|Papla1|126313|CE126312_3583	UNI13710.1	1.4	23.5	49	39	24	25.641	10
jgi|Papla1|126313|CE126312_3583	XP_047837191.1	1.4	23.5	49	39	24	25.641	10
jgi|Papla1|126313|CE126312_3583	CAX40566.1	4.0	21.9	45	64	34	20.312	13
jgi|Papla1|126313|CE126312_3583	XP_002421234.1	4.0	21.9	45	64	34	20.312	13
jgi|Papla1|126350|CE126349_473	CAP83016.1	1.3	23.5	49	45	29	28.889	13
jgi|Papla1|126350|CE126349_473	GMM36263.1	7.3	21.6	44	76	49	26.316	20
jgi|Papla1|126360|CE126359_1069	AQM55797.1	4.56e-09	52.4	124	248	62	25.403	63
jgi|Papla1|126360|CE126359_1069	ANZ73538.1	1.2	25.4	54	36	10	33.333	12
jgi|Papla1|126360|CE126359_1069	AOA64335.1	1.4	25.4	54	36	10	33.333	12
jgi|Papla1|126360|CE126359_1069	AOA68859.1	1.4	25.4	54	36	10	33.333	12
jgi|Papla1|126360|CE126359_1069	CCA39937.1	1.4	25.4	54	36	10	33.333	12
jgi|Papla1|127409|CE127408_1188	CCD27444.1	5.9	21.6	44	18	12	44.444	8
jgi|Papla1|127409|CE127408_1188	XP_003672687.1	5.9	21.6	44	18	12	44.444	8
jgi|Papla1|127818|CE127817_485	CAI4053386.1	0.50	23.5	49	73	75	30.137	22
jgi|Papla1|127818|CE127817_485	WBF16185.1	0.50	23.5	49	73	75	30.137	22
jgi|Papla1|127894|CE127893_11	AQM55797.1	5.5	19.6	39	13	20	53.846	7
jgi|Papla1|127894|CE127893_11	KAJ4364812.1	9.8	18.9	37	49	74	26.531	13
jgi|Papla1|128327|CE128326_4565	KAI2448295.1	0.43	25.8	55	42	20	33.333	14
jgi|Papla1|128368|CE128367_1138	CAP91158.1	6.3	22.3	46	28	11	32.143	9
jgi|Papla1|128368|CE128367_1138	KAJ4364812.1	6.8	22.3	46	44	17	31.818	14
jgi|Papla1|128521|CE128520_600	KAF4006050.1	2.4	22.3	46	31	23	35.484	11
jgi|Papla1|128521|CE128520_600	KAJ1052910.1	2.8	22.3	46	31	23	35.484	11
jgi|Papla1|128521|CE128520_600	KAJ1053854.1	2.8	22.3	46	31	23	35.484	11
jgi|Papla1|128521|CE128520_600	KAJ1533647.1	2.8	22.3	46	31	23	35.484	11
jgi|Papla1|128521|CE128520_600	KAJ1543137.1	2.8	22.3	46	31	23	35.484	11
jgi|Papla1|129437|CE129436_1703	CEL05284.1	0.39	24.3	51	35	31	37.143	13
jgi|Papla1|129551|CE129550_9336	AQM55798.1	2.3	26.6	57	55	3	25.455	14
jgi|Papla1|129551|CE129550_9336	CDR43660.1	2.5	26.6	57	41	2	48.780	20
jgi|Papla1|129675|CE129674_1187	CCD27444.1	5.9	21.6	44	18	12	44.444	8
jgi|Papla1|129675|CE129674_1187	XP_003672687.1	5.9	21.6	44	18	12	44.444	8
jgi|Papla1|130073|CE130072_488	CAI4053386.1	0.50	23.5	49	73	75	30.137	22
jgi|Papla1|130073|CE130072_488	WBF16185.1	0.50	23.5	49	73	75	30.137	22
jgi|Papla1|130141|CE130140_11	AQM55797.1	5.5	19.6	39	13	20	53.846	7
jgi|Papla1|130141|CE130140_11	KAJ4364812.1	9.8	18.9	37	49	74	26.531	13
jgi|Papla1|130334|CE130333_903	AQM55797.1	2.47e-07	47.0	110	248	60	25.403	63
jgi|Papla1|130334|CE130333_903	ONH65757.1	2.6	24.3	51	43	11	30.233	13
jgi|Papla1|130334|CE130333_903	ANZ73538.1	3.0	24.3	51	36	9	30.556	11
jgi|Papla1|130334|CE130333_903	AOA64335.1	3.3	24.3	51	36	9	30.556	11
jgi|Papla1|130334|CE130333_903	AOA68859.1	3.3	24.3	51	36	9	30.556	11
jgi|Papla1|130517|CE130516_4487	KAF4006049.1	4.2	24.3	51	28	4	32.143	9
jgi|Papla1|132048|CE132047_735	AQM55797.1	3.26e-09	52.8	125	248	65	25.403	63
jgi|Papla1|132048|CE132047_735	ANZ73538.1	1.3	25.4	54	36	10	33.333	12
jgi|Papla1|132048|CE132047_735	AOA64335.1	1.4	25.0	53	36	10	33.333	12
jgi|Papla1|132048|CE132047_735	AOA68859.1	1.4	25.0	53	36	10	33.333	12
jgi|Papla1|132048|CE132047_735	CCA39937.1	1.4	25.0	53	36	10	33.333	12
jgi|Papla1|132135|CE132134_3171	CEL05284.1	0.13	25.8	55	35	30	37.143	13
jgi|Papla1|132135|CE132134_3171	CAI1770216.1	9.7	20.4	41	26	22	26.923	7
jgi|Papla1|132135|CE132134_3171	CAI1806708.1	9.7	20.4	41	26	22	26.923	7
jgi|Papla1|132679|CE132678_21071	AQM55799.1	4.3	22.3	46	57	31	29.825	17
jgi|Papla1|132949|CE132948_5472	CAX45619.1	4.4	21.9	45	31	19	45.161	14
jgi|Papla1|132949|CE132948_5472	XP_002417901.1	4.4	21.9	45	31	19	45.161	14
jgi|Papla1|132949|CE132948_5472	KAH3903218.1	5.9	21.6	44	21	13	38.095	8
jgi|Papla1|132949|CE132948_5472	XP_045937146.1	5.9	21.6	44	21	13	38.095	8
jgi|Papla1|133085|CE133084_29565	KAK3191190.1	0.71	26.6	57	144	25	25.694	37
jgi|Papla1|133085|CE133084_29565	CAI4053386.1	2.1	25.4	54	33	6	39.394	13
jgi|Papla1|133085|CE133084_29565	WBF16185.1	2.1	25.4	54	33	6	39.394	13
jgi|Papla1|133085|CE133084_29565	CAI4054721.1	2.2	25.4	54	33	6	39.394	13
jgi|Papla1|133085|CE133084_29565	KAJ4364812.1	4.5	24.3	51	73	13	26.027	19
jgi|Papla1|133373|CE133372_14370	KAJ4359842.1	8.3	20.0	40	28	27	42.857	12
jgi|Papla1|133373|CE133372_14370	XP_056076044.1	8.3	20.0	40	28	27	42.857	12
jgi|Papla1|136318|CE136317_16808	CAP80574.1	3.7	21.2	43	13	13	53.846	7
jgi|Papla1|137028|CE137027_410500	CAG86847.2	4.7	22.3	46	90	45	22.222	20
jgi|Papla1|137028|CE137027_410500	XP_458707.2	4.7	22.3	46	90	45	22.222	20
jgi|Papla1|137028|CE137027_410500	QEU58871.1	4.9	22.3	46	93	38	26.882	25
jgi|Papla1|137613|CE137612_178759	GAV54886.1	4.7	23.5	49	69	22	33.333	23
jgi|Papla1|137613|CE137612_178759	AQM55799.1	5.1	23.1	48	17	5	41.176	7
jgi|Papla1|140944|CE140943_19386	AQM55799.1	5.5	21.9	45	57	31	29.825	17
jgi|Papla1|141842|CE141841_484490	CAG86847.2	4.2	22.3	46	90	48	22.222	20
jgi|Papla1|141842|CE141841_484490	XP_458707.2	4.2	22.3	46	90	48	22.222	20
jgi|Papla1|14321|CE14320_4935	CAK40612.1	7.8	23.1	48	93	21	30.108	28
jgi|Papla1|14321|CE14320_4935	XP_001394271.3	7.8	23.1	48	93	21	30.108	28
jgi|Papla1|143267|CE143266_6078	KAJ9568696.1	0.36	26.2	56	38	19	31.579	12
jgi|Papla1|143267|CE143266_6078	KTA98043.1	0.36	26.2	56	38	19	31.579	12
jgi|Papla1|143267|CE143266_6078	KTA98679.1	0.36	26.2	56	38	19	31.579	12
jgi|Papla1|143267|CE143266_6078	KTB06824.1	0.36	26.2	56	38	19	31.579	12
jgi|Papla1|143267|CE143266_6078	KTB08363.1	0.36	26.2	56	38	19	31.579	12
jgi|Papla1|143686|CE143685_12174	AOW01398.1	2.5	25.0	53	41	8	36.585	15
jgi|Papla1|143710|CE143709_834	WEW58208.1	7.2	24.3	51	34	4	35.294	12
jgi|Papla1|143891|CE143890_41127	KTA98043.1	0.22	27.7	60	112	27	25.893	29
jgi|Papla1|143891|CE143890_41127	KTA98679.1	0.22	27.7	60	112	27	25.893	29
jgi|Papla1|143891|CE143890_41127	KTB06824.1	0.22	27.7	60	112	27	25.893	29
jgi|Papla1|143891|CE143890_41127	KTB08363.1	0.22	27.7	60	112	27	25.893	29
jgi|Papla1|143891|CE143890_41127	KTB12764.1	0.22	27.7	60	112	27	25.893	29
jgi|Papla1|14430|CE14429_9419	KAJ4295372.1	3.2	24.6	52	53	9	33.962	18
jgi|Papla1|144321|CE144320_144	KAJ4359842.1	3.6	24.3	51	17	4	52.941	9
jgi|Papla1|144321|CE144320_144	XP_056076044.1	3.6	24.3	51	17	4	52.941	9
jgi|Papla1|145008|CE145007_63	CAP83016.1	0.42	26.9	58	117	27	27.350	32
jgi|Papla1|14588|CE14587_2286	AQM55799.1	2.22e-135	403	1035	516	89	43.798	226
jgi|Papla1|14612|CE14611_5145	KAG7661792.1	5.85e-22	96.3	238	70	6	58.571	41
jgi|Papla1|14612|CE14611_5145	XP_049262025.1	5.85e-22	96.3	238	70	6	58.571	41
jgi|Papla1|14612|CE14611_5145	CAG86847.2	1.62e-21	93.2	230	117	10	41.880	49
jgi|Papla1|14612|CE14611_5145	XP_458707.2	1.62e-21	93.2	230	117	10	41.880	49
jgi|Papla1|14612|CE14611_5145	CDR43660.1	7.48e-21	92.0	227	177	17	36.723	65
jgi|Papla1|14612|CE14611_5145	CDR43660.1	1.0	27.7	60	29	17	44.828	13
jgi|Papla1|14665|CE14664_3979	CAG86847.2	1.4	26.9	58	56	4	25.000	14
jgi|Papla1|14665|CE14664_3979	XP_458707.2	1.4	26.9	58	56	4	25.000	14
jgi|Papla1|146873|CE146872_85829	GMM30535.1	0.33	27.7	60	140	28	25.000	35
jgi|Papla1|146873|CE146872_85829	QHB08491.1	9.5	22.7	47	51	11	27.451	14
jgi|Papla1|146873|CE146872_85829	KAF1904106.1	9.5	22.7	47	51	11	27.451	14
jgi|Papla1|146873|CE146872_85829	KAF1908115.1	9.5	22.7	47	51	11	27.451	14
jgi|Papla1|146873|CE146872_85829	DAA07947.1	9.5	22.7	47	51	11	27.451	14
jgi|Papla1|14698|CE14697_4304	EDO17787.1	3.3	23.9	50	82	27	26.829	22
jgi|Papla1|14698|CE14697_4304	XP_001645645.1	3.3	23.9	50	82	27	26.829	22
jgi|Papla1|147477|CE147476_24327	AQM55797.1	8.1	21.6	44	21	11	33.333	7
jgi|Papla1|14805|CE14804_4138	CCE62712.1	1.5	25.8	55	71	13	19.718	14
jgi|Papla1|14805|CE14804_4138	XP_003685146.1	1.5	25.8	55	71	13	19.718	14
jgi|Papla1|14805|CE14804_4138	QLG74845.1	2.9	25.0	53	36	6	41.667	15
jgi|Papla1|14805|CE14804_4138	XP_037146570.1	2.9	25.0	53	36	6	41.667	15
jgi|Papla1|148810|CE148809_196	AQM55796.1	4.2	22.7	47	57	28	29.825	17
jgi|Papla1|148810|CE148809_196	AQZ19027.1	4.2	22.7	47	57	28	29.825	17
jgi|Papla1|148810|CE148809_196	AQZ15133.1	4.2	22.7	47	57	28	29.825	17
jgi|Papla1|148810|CE148809_196	AQM55801.1	8.0	21.6	44	24	12	33.333	8
jgi|Papla1|149344|CE149343_4705	AQM55803.1	2.8	22.7	47	38	7	26.316	10
jgi|Papla1|149344|CE149343_4705	CAI1985971.1	6.0	23.5	49	25	5	36.000	9
jgi|Papla1|149344|CE149343_4705	CAI2011983.1	6.0	23.5	49	25	5	36.000	9
jgi|Papla1|149344|CE149343_4705	KAJ4364812.1	6.5	23.5	49	20	4	55.000	11
jgi|Papla1|149344|CE149343_4705	CCD23342.1	8.8	23.5	49	32	6	28.125	9
jgi|Papla1|15055|CE15054_31221	CAI4053670.1	0.13	28.9	63	52	12	32.692	17
jgi|Papla1|15055|CE15054_31221	XP_056085639.1	0.13	28.9	63	52	12	32.692	17
jgi|Papla1|15055|CE15054_31221	CAI4053659.1	0.13	28.9	63	52	12	32.692	17
jgi|Papla1|15055|CE15054_31221	AUM56959.1	1.8	25.4	54	116	23	23.276	27
jgi|Papla1|15055|CE15054_31221	CCD23342.1	2.8	24.6	52	31	7	29.032	9
jgi|Papla1|150873|CE150872_8346	KAI1914559.1	5.9	23.5	49	57	13	33.333	19
jgi|Papla1|150873|CE150872_8346	KAI1960662.1	5.9	23.5	49	57	13	33.333	19
jgi|Papla1|150873|CE150872_8346	KAI1942045.1	5.9	23.5	49	57	13	33.333	19
jgi|Papla1|151834|CE151833_12413	KAJ4313061.1	0.63	26.6	57	39	9	30.769	12
jgi|Papla1|151834|CE151833_12413	KAJ4364812.1	1.2	25.8	55	39	9	30.769	12
jgi|Papla1|151834|CE151833_12413	GMM45836.1	1.6	25.4	54	10	2	80.000	8
jgi|Papla1|152805|CE152804_5841	QHS76735.1	2.0	23.1	48	49	33	28.571	14
jgi|Papla1|152805|CE152804_5841	XP_033769767.1	2.0	23.1	48	49	33	28.571	14
jgi|Papla1|152805|CE152804_5841	EJS41313.1	2.5	22.7	47	49	33	28.571	14
jgi|Papla1|152805|CE152804_5841	CAI4053659.1	2.5	22.7	47	35	24	31.429	11
jgi|Papla1|152805|CE152804_5841	CAI4053670.1	2.5	22.7	47	35	24	31.429	11
jgi|Papla1|153004|CE153003_502	QHS76735.1	1.3	24.6	52	30	12	40.000	12
jgi|Papla1|153004|CE153003_502	XP_033769767.1	1.3	24.6	52	30	12	40.000	12
jgi|Papla1|153004|CE153003_502	QID88434.1	1.5	24.6	52	30	12	40.000	12
jgi|Papla1|153004|CE153003_502	CAI1770216.1	1.6	24.3	51	30	12	40.000	12
