rxns,rxnNames,median,mean,std,normalized_flux,Flux_variability
r_0042,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,0.018638602125,0.0194916559963058,0.0063073711599883,0.0334444681948681,33.8403659120348
r_0043,"3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase",0,0,0,0,#DIV/0!
r_0045,3-hydroxy-L-kynurenine hydrolase,0,0,0,0,#DIV/0!
r_0057,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0058,"3-hydroxyanthranilate 3,4-dioxygenase",0,0,0,0,#DIV/0!
r_0060,3-isopropylmalate dehydratase,-0.0091280475,-0.00986687908153771,0.0061376552046515,-0.0163790552664633,-67.2395186884326
r_0061,3-isopropylmalate dehydrogenase,0.0091280475,0.00986687908153771,0.0061376552046515,0.0163790552664633,67.2395186884326
r_0062,3-methyl-2-oxobutanoate decarboxylase,0,0.00134951347949808,0.0099218912617805,0,#DIV/0!
r_0063,3-methyl-2-oxobutanoate hydroxymethyltransferase,0,0.000124489510697121,0.00230302361918302,0,#DIV/0!
r_0064,3-methyl-2-oxopentanoate decarboxylase,0,0.000582750892521889,0.0058997438341737,0,#DIV/0!
r_0065,3-phosphoshikimate 1-carboxyvinyltransferase,0.018638602125,0.0194916559963058,0.0063073711599883,0.0334444681948681,33.8403659120348
r_0066,4-amino-4-deoxychorismate synthase,0,0.000372672450774816,0.00469539997988669,0,#DIV/0!
r_0067,4-aminobenzoate synthase,0,0.000372672450774816,0.00469539997988669,0,#DIV/0!
r_0068,4-aminobutyrate transaminase,0,0,0,0,#DIV/0!
r_0069,4-hydroxy-L-threonine synthase,0,0,0,0,#DIV/0!
r_0072,4-methyl-2-oxopentanoate decarboxylase,0,0.000680512592188724,0.0059602169952725,0,#DIV/0!
r_0073,4PP-IP5 depyrophosphorylation to IP6,0,0,0,0,#DIV/0!
r_0075,5'-methylthioadenosine phosphorylase,0,0,0,0,#DIV/0!
r_0079,5'-phosphoribosylformyl glycinamidine synthetase,0.000598744575000865,0.000816704444322995,0.00300879119870751,0.0010743667234898,502.516653065819
r_0080,"5,10-methylenetetrahydrofolate reductase (NADPH)",0.00723888745263446,0.0114681525492766,0.0267855758912186,0.0129892112912874,370.023378129335
r_0081,5-aminolevulinate synthase,0.000000429,4.29954476054945E-07,4.46347435305391E-09,7.69782881751301E-07,1.04043691213378
r_0085,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,0,0,0,0,#DIV/0!
r_0086,5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,0,0,0,0,#DIV/0!
r_0088,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",0,7.105427357601E-19,7.10542735760151E-17,0,#DIV/0!
r_0089,"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",0,2.1316282072803E-18,1.23057303120988E-16,0,#DIV/0!
r_0090,6-phosphofructo-2-kinase,0,0.00581825153968793,0.121409407459564,0,#DIV/0!
r_0091,6-phosphogluconolactonase,0,0,0,0,#DIV/0!
r_0092,6PP-IP5 depyrophosphorylation to IP6,0,7.105427357601E-19,7.10542735760123E-17,0,#DIV/0!
r_0095,acetaldehyde condensation,0,0,0,0,#DIV/0!
r_0096,acetohydroxy acid isomeroreductase,0.0180405225,0.0204162078066033,0.0120358889358753,0.0323712946348466,66.715855573891
r_0097,acetolactate synthase,0.0180405225,0.0204162078066033,0.0120358889358753,0.0323712946348466,66.715855573891
r_0099,acetyl-CoA ACP transacylase,0,0,0,0,#DIV/0!
r_0100,acetyl-CoA C-acyltransferase (palmitoyl-CoA),0,0.000356121608675736,0.00484026063614425,0,#DIV/0!
r_0101,acetyl-CoA C-acyltransferase (tetracosanoyl-CoA),0,-1.36384376014931E-15,1.3638437601493E-13,0,#DIV/0!
r_0102,acetyl-CoA C-acyltransferase (myristoyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0103,acetyl-CoA C-acetyltransferase,0.003778471125,0.00493399833458289,0.00609853391663515,0.0067799589538848,161.402157509809
r_0104,acetyl-CoA C-acetyltransferase,0,0.0208440791510679,0.328492200958795,0,#DIV/0!
r_0105,acetyl-CoA C-acyltransferase (lauroyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0106,acetyl-CoA C-acyltransferase (octanoyl-CoA),0,0.00387876645576833,0.0147182810008115,0,#DIV/0!
r_0107,acetyl-CoA C-acyltransferase (decanoyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0108,acetyl-Coa carboxylase,0,0,0,0,#DIV/0!
r_0109,"acetyl-CoA carboxylase, reaction",0.241966299418634,0.282415596227197,0.125705211212142,0.434176026231175,51.9515368521032
r_0111,acetyl-CoA hydrolase,0,0.00239611562374665,0.0582490616125261,0,#DIV/0!
r_0112,acetyl-CoA synthetase,0.85366654975,0.874450253284368,0.108860147599505,1.53178996904719,12.7520690170401
r_0113,acetyl-CoA synthetase,0,0.0171676272588446,0.189176916026742,0,#DIV/0!
r_0114,acetyl-CoA synthetase nuclear,0,0,0,0,#DIV/0!
r_0115,acetylglutamate kinase,0.0088803,0.0116097474024816,0.00661155573534092,0.0159345056522519,74.4519412107803
r_0118,acteylornithine transaminase,0.0088803,0.0116097474024816,0.00661155573534092,0.0159345056522519,74.4519412107803
r_0120,acyl-CoA oxidase (decanoyl-CoA),0,0.00387876645576833,0.0147182810008115,0,#DIV/0!
r_0121,acyl-CoA oxidase (dodecanoyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0122,acyl-CoA oxidase (hexacosanoyl-CoA),0,-1.36384376014931E-15,1.3638437601493E-13,0,#DIV/0!
r_0123,acyl-CoA oxidase (hexadecanoyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0124,acyl-CoA oxidase (octadecanoyl-CoA),0,0.000356121608675736,0.00484026063614425,0,#DIV/0!
r_0125,acyl-CoA oxidase (tetradecanoyl-CoA),0,0.0040982131421602,0.015385647072096,0,#DIV/0!
r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",0,4.86776592600793E-05,0.00209176373794908,0,#DIV/0!
r_0127,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",0,6.43748834346551E-05,0.00261206193045832,0,#DIV/0!
r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",0,6.06606934889977E-05,0.00248976633319057,0,#DIV/0!
r_0129,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",0,6.55062174497534E-05,0.00250933872298789,0,#DIV/0!
r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",0,6.958436200691E-05,0.00254873798851736,0,#DIV/0!
r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",0,1.87866433548015E-05,0.000607359535702885,0,#DIV/0!
r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",0,1.19912140674227E-05,0.000481560701820276,0,#DIV/0!
r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",0,1.35203849145649E-05,0.000513597869925601,0,#DIV/0!
r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",0,7.92641772422243E-06,0.000396311470345432,0,#DIV/0!
r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",0,3.35087955074436E-05,0.000802875309499962,0,#DIV/0!
r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",0,0,0,0,#DIV/0!
r_0139,adenine phosphoribosyltransferase,0,0,0,0,#DIV/0!
r_0142,adenosine kinase,0.000936877452634462,0.00507137194006615,0.0267122162315866,0.00168110075836078,2851.19640316595
r_0143,adenosine monophosphate deaminase,0,0.00195528370473791,0.0490485060187365,0,#DIV/0!
r_0144,adenosylhomocysteinase,0.000936877452634462,0.00507137194006615,0.0267122162315866,0.00168110075836078,2851.19640316595
r_0145,adenosylmethionine decarboxylase,0,0,0,0,#DIV/0!
r_0146,adenosylmethionine-8-amino-7-oxononanoate transaminase,0,3.5527136788005E-19,2.51202231079426E-17,0,#DIV/0!
r_0147,adenylate cyclase,0,0.00138370853319986,0.0461051628021476,0,#DIV/0!
r_0148,adenylate kinase,1.05884787576451,1.10953409020935,0.195269608355729,1.89996030103088,18.4417056335633
r_0149,adenylate kinase,0,0.0131332338443991,0.167805687467978,0,#DIV/0!
r_0150,adenylate kinase (GTP),0,0.00403439341444543,0.0879496257697758,0,#DIV/0!
r_0151,adenylosuccinate lyase (AICAR),0.000598744575000865,0.000816704444322994,0.00300879119870751,0.0010743667234898,502.516653065819
r_0152,adenylosuccinate lyase,0.00668965440000086,0.00931167489248962,0.0494174098617924,0.0120036863448786,738.713944053463
r_0153,adenylosuccinate synthase,0.00668965440000086,0.00931167489248962,0.0494174098617924,0.0120036863448786,738.713944053463
r_0154,adenylyl-sulfate kinase,0.00966654975,0.0152501406607646,0.0499668719324952,0.0173453252287816,516.904927039715
r_0156,alanine glyoxylate aminotransferase,0,0.0463566762910592,0.128678410358932,0,#DIV/0!
r_0157,alanyl-tRNA synthetase,0.0092438775,0.00926444407374924,9.61767134177038E-05,0.0165868966445362,1.04043690991907
r_0163,alcohol dehydrogenase (ethanol to acetaldehyde),0,0.0272255705254257,0.25741437017519,0,#DIV/0!
r_0164,"alcohol dehydrogenase (glycerol, NADP)",0,0,0,0,#DIV/0!
r_0165,mitochondrial alcohol dehydrogenase,0,0.0274309257501941,0.259053769662139,0,#DIV/0!
r_0166,"aldehyde dehydrogenase (2-methylbutanol, NAD)",0,6.03942151777801E-05,0.00190892576801555,0,#DIV/0!
r_0167,"aldehyde dehydrogenase (2-methylbutanol, NAD)",0,4.22729218029806E-05,0.00159728681916581,0,#DIV/0!
r_0168,"aldehyde dehydrogenase (2-methylbutanol, NADP)",0,0.000433451550746173,0.00508024609859003,0,#DIV/0!
r_0169,"aldehyde dehydrogenase (2-phenylethanol, NAD)",0,0,0,0,#DIV/0!
r_0170,"aldehyde dehydrogenase (2-phenylethanol, NAD)",0,0,0,0,#DIV/0!
r_0171,"aldehyde dehydrogenase (2-phenylethanol, NADP)",0,0,0,0,#DIV/0!
r_0172,"aldehyde dehydrogenase (3-aminopropanal, NAD)",0,0,0,0,#DIV/0!
r_0173,"aldehyde dehydrogenase (acetaldehyde, NADP)",0,0.00777852055296393,0.0746439873909559,0,#DIV/0!
r_0174,"aldehyde dehydrogenase (acetylaldehyde, NAD)",0,0.005235206058495,0.0642078559619008,0,#DIV/0!
r_0175,"aldehyde dehydrogenase (acetylaldehyde, NADP)",0,0.00504323078114744,0.0145355841821539,0,#DIV/0!
r_0176,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",0,0,0,0,#DIV/0!
r_0177,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",0,0,0,0,#DIV/0!
r_0178,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",0,0,0,0,#DIV/0!
r_0179,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",0,0.000109914884254276,0.00252396507550026,0,#DIV/0!
r_0180,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",0,2.6486896116443E-05,0.0012298957606465,0,#DIV/0!
r_0181,"aldehyde dehydrogenase (isoamyl alcohol, NADP)",0,0.000160000478239696,0.00307485391236683,0,#DIV/0!
r_0182,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",0,0.00014268800862233,0.00313268592700612,0,#DIV/0!
r_0183,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",0,4.76788159719543E-05,0.00163081421269916,0,#DIV/0!
r_0184,"aldehyde dehydrogenase (isobutyl alcohol, NADP)",0,0.000194611833388506,0.00379396058294271,0,#DIV/0!
r_0185,"aldehyde dehydrogenase (phenylacetaldehyde, NAD)",0,0,0,0,#DIV/0!
r_0186,"aldehyde dehydrogenase (tryptophol, NAD)",0,5.77366192704314E-05,0.00148055138778615,0,#DIV/0!
r_0187,"aldehyde dehydrogenase (tryptophol, NAD)",0,2.75705998462557E-05,0.0010417580247449,0,#DIV/0!
r_0188,alkaline phosphatase (dihydroneopterin),0,0,0,0,#DIV/0!
r_0189,allantoate amidinohydrolase,0,0,0,0,#DIV/0!
r_0190,"allantoinase, reaction",0,0,0,0,#DIV/0!
r_0191,allophanate hydrolase,0,0.00144594635267627,0.0213984284563178,0,#DIV/0!
r_0192,"alpha 1,2-mannosyltransferase",0,0,0,0,#DIV/0!
r_0193,"alpha,alpha-trehalase",0,0.000576212350757277,0.0235179086595608,0,#DIV/0!
r_0194,"alpha,alpha-trehalase",0,0.00442667606757913,0.0643783969620036,0,#DIV/0!
r_0195,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",0.01120119,0.0162867029227979,0.0685110317992677,0.0200990310425265,611.640654245377
r_0198,alpha-glucosidase,0,0,0,0,#DIV/0!
r_0201,Aminobutyraldehyde dehydrogenase,0,0,0,0,#DIV/0!
r_0202,anthranilate phosphoribosyltransferase,0.004713262125,0.00505519112784391,0.00362588719329437,0.00845731585322089,76.9294619550652
r_0203,anthranilate synthase,0.004713262125,0.00505519112784391,0.00362588719329437,0.00845731585322089,76.9294619550652
r_0205,arabinose reductase,0,0,0,0,#DIV/0!
r_0206,arginase,0,0.0028042702653159,0.0309619078404747,0,#DIV/0!
r_0207,argininosuccinate lyase,0.0088803,0.0117315385536756,0.0310032161120098,0.0159345056522519,349.12352186311
r_0208,argininosuccinate synthase,0.0088803,0.0117315385536756,0.0310032161120098,0.0159345056522519,349.12352186311
r_0209,arginyl-tRNA synthetase,0.0088803,0.0089000576552573,9.23939189115584E-05,0.0159345056522519,1.04043690991924
r_0210,arginyl-tRNA synthetase,0,0,0,0,#DIV/0!
r_0211,asparagine synthase (glutamine-hydrolysing),0.00737611875,0.00974690664287963,0.0464439181032118,0.0132354544231114,629.652526990727
r_0212,Asparaginyl-tRNA synthetase,0.00737611875,0.00739252977343428,7.67438619944644E-05,0.0132354544231114,1.04043690991911
r_0213,"asparaginyl-tRNA synthetase, miotchondrial",0,0,0,0,#DIV/0!
r_0214,aspartate carbamoyltransferase,0.000535043437500002,0.00082275902476386,0.00347109542626595,0.000960063587834204,648.750210353891
r_0215,aspartate kinase,0.0233343825,0.0247411913745527,0.0098448403517343,0.0418704153956576,42.1902758803851
r_0216,aspartate transaminase,0.467681528483331,0.555207187412819,0.371597819832712,0.839191689365389,79.4553124725251
r_0217,aspartate transaminase,0.523720280895835,0.616263650620664,0.367051959352987,0.939745704101624,70.0854965412332
r_0218,aspartate transaminase,0,-0.00264139736406936,0.0193165715513827,0,#DIV/0!
r_0219,aspartate-semialdehyde dehydrogenase,0.0233343825,0.0247411913745527,0.0098448403517343,0.0418704153956576,42.1902758803851
r_0220,Aspartyl-tRNA synthetase,0.00862450875,0.00864369729888394,8.97325723342144E-05,0.0154755226090077,1.04043690991924
r_0225,ATP phosphoribosyltransferase,0.00641837625,0.00686788174381879,0.00548396243684987,0.0115169141396017,85.4415855856046
r_0226,ATP synthase,10.1238576330876,10.6270562412639,0.910571736089688,18.1659028047508,8.99431589312047
r_0227,"ATPase, cytosolic",0,0.00205205304969467,0.0690716198060584,0,#DIV/0!
r_0228,"beta-1,4 mannosyltransferase",0,0,0,0,#DIV/0!
r_0229,biotin synthase,0,-7.105427357601E-19,7.10542735760128E-17,0,#DIV/0!
r_0230,biotin-[acetyl-CoA-carboxylase] ligase,0,0,0,0,#DIV/0!
r_0231,C-14 sterol reductase,0.000629718375,0.00068789926714913,0.000585631960658172,0.00112994504755069,92.9990268519911
r_0233,C-22 sterol desaturase (NADP),0.000629718375,0.000641967183328578,0.0002487374319186,0.00112994504755069,39.499789396903
r_0234,C-3 sterol dehydrogenase,0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0235,C-3 sterol dehydrogenase (4-methylzymosterol),0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0236,C-3 sterol keto reductase (4-methylzymosterol),0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0237,C-3 sterol keto reductase (zymosterol),0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0238,C-4 methyl sterol oxidase,0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0239,C-4 methyl sterol oxidase,0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0240,C-4 methyl sterol oxidase,0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0241,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)",0.000629718375,0.000685924626892223,0.000575571982756744,0.00112994504755069,91.4014908262355
r_0242,C-5 sterol desaturase,0.000629718375,0.000641967183328578,0.0002487374319186,0.00112994504755069,39.499789396903
r_0243,C-8 sterol isomerase,0.000629718375,0.000644865380109939,0.000280342064061725,0.00112994504755069,44.5186412198509
r_0244,C-s24 sterol reductase,0.000629718375,0.000637368652853372,0.000188483630600477,0.00112994504755069,29.9314166591497
r_0250,carbamoyl-phosphate synthase (glutamine-hydrolysing),0.0094153434375,0.0125542975784372,0.0311706293300246,0.0168945692400861,331.062053518689
r_0252,carnitine O-acetyltransferase,0.550236921521289,0.530757235077855,0.222624121193572,0.987326254299819,40.4596842716522
r_0253,carnitine O-acetyltransferase,0,0.00159393573506339,0.0281804532395736,0,#DIV/0!
r_0254,carnitine O-acetyltransferase,0.550236921521289,0.532351170812918,0.221030578216167,0.987326254299819,40.1700739392522
r_0255,catalase,0,0.000726577367856516,0.0157273584833826,0,#DIV/0!
r_0256,catalase,0,0.0140829134291121,0.0528020066838684,0,#DIV/0!
r_0259,ceramide-1 hydroxylase (24C),0,0,0,0,#DIV/0!
r_0260,ceramide-1 hydroxylase (24C),0,0,0,0,#DIV/0!
r_0261,ceramide-1 hydroxylase (26C),0,0,0,0,#DIV/0!
r_0262,ceramide-1 hydroxylase (26C),0,0,0,0,#DIV/0!
r_0263,ceramide-1 synthase (24C),0,0,0,0,#DIV/0!
r_0264,ceramide-1 synthase (26C),0,0,0,0,#DIV/0!
r_0265,ceramide-2 synthase (24C),0,0,0,0,#DIV/0!
r_0266,ceramide-2 synthase (26C),0,0,0,0,#DIV/0!
r_0267,ceramide-3 synthase (24C),0,0,0,0,#DIV/0!
r_0268,ceramide-3 synthase (26C),0,0,0,0,#DIV/0!
r_0269,ceramide-4 synthase (24C),0,0,0,0,#DIV/0!
r_0270,ceramide-4 synthase (26C),0,0,0,0,#DIV/0!
r_0271,chitin deacetylase,0,0,0,0,#DIV/0!
r_0272,chitin synthase,0,0,0,0,#DIV/0!
r_0273,choline kinase,0,0.0027340833526837,0.0267076240169407,0,#DIV/0!
r_0274,choline phosphate cytididyltransferase,0,0.0027340833526837,0.0267076240169407,0,#DIV/0!
r_0278,chorismate mutase,0.01392534,0.0140637924176855,0.00224209929962896,0.0249871523416472,16.1008585760129
r_0279,chorismate synthase,0.018638602125,0.0194916559963058,0.00630737115998829,0.0334444681948681,33.8403659120348
r_0280,cis-aconitate(3-) to isocitrate,0,0.0269556990432464,0.169258514971969,0,#DIV/0!
r_0281,cis-prenyltransferase step 01,0,0,0,0,#DIV/0!
r_0282,cis-prenyltransferase step 02,0,0,0,0,#DIV/0!
r_0283,cis-prenyltransferase step 03,0,0,0,0,#DIV/0!
r_0284,cis-prenyltransferase step 04,0,0,0,0,#DIV/0!
r_0285,cis-prenyltransferase step 05,0,0,0,0,#DIV/0!
r_0286,cis-prenyltransferase step 06,0,0,0,0,#DIV/0!
r_0287,cis-prenyltransferase step 07,0,0,0,0,#DIV/0!
r_0288,cis-prenyltransferase step 08,0,0,0,0,#DIV/0!
r_0289,cis-prenyltransferase step 09,0,0,0,0,#DIV/0!
r_0290,cis-prenyltransferase step 10,0,0,0,0,#DIV/0!
r_0291,cis-prenyltransferase step 11,0,0,0,0,#DIV/0!
r_0292,cis-prenyltransferase step 12,0,0,0,0,#DIV/0!
r_0293,cis-prenyltransferase step 13,0,0,0,0,#DIV/0!
r_0294,cis-prenyltransferase step 14,0,0,0,0,#DIV/0!
r_0295,cis-prenyltransferase step 15,0,0,0,0,#DIV/0!
r_0296,cis-prenyltransferase step 16,0,0,0,0,#DIV/0!
r_0297,cis-prenyltransferase step 17,0,0,0,0,#DIV/0!
r_0298,cis-prenyltransferase step 18,0,0,0,0,#DIV/0!
r_0299,cis-prenyltransferase step 19,0,0,0,0,#DIV/0!
r_0300,citrate synthase,1.12928529485178,1.12480579650652,0.177760755353045,2.02635078925494,15.7409962002893
r_0301,"citrate synthase, peroxisomal",0,0.0278092602148598,0.110631013035432,0,#DIV/0!
r_0302,citrate to cis-aconitate(3-),0,0.0269556990432464,0.169258514971969,0,#DIV/0!
r_0303,"citrate to cis-aconitate(3-), cytoplasmic",1.12928529485178,1.11672631238663,0.18193385265215,2.02635078925494,16.1105305702249
r_0304,coproporphyrinogen oxidase (O2 required),0.000000053625,5.37443095068682E-08,5.57934294131739E-10,9.62228602189126E-08,1.04043691213378
r_0306,CTP synthase (glutamine),0,3.03258021534928E-05,0.00113592991803707,0,#DIV/0!
r_0307,CTP synthase (NH3),0.0003296596875,0.000586592517177806,0.00328542092807949,0.000591530033195765,996.609853329273
r_0308,cystathionine b-lyase,0,0.00173418313627599,0.0434891125139032,0,#DIV/0!
r_0309,cystathionine beta-synthase,0.00336453975,0.0050676502146777,0.0434896444481002,0.00603721469585502,1292.58821947638
r_0310,cystathionine g-lyase,0.00336453975,0.276414864788921,5.70667799972221,0.00603721469585502,169612.441039587
r_0311,cystathionine gamma-synthase,0,9.12628604912495E-05,0.00221142030570998,0,#DIV/0!
r_0312,cysteine synthase,0,0.000309443984333242,0.00513688035466124,0,#DIV/0!
r_0313,cysteinyl-tRNA synthetase,0.00336453975,0.0033720254674278,3.50059134078984E-05,0.00603721469585502,1.04043690991906
r_0315,cytidine kinase (GTP),0,0.0104263986040948,0.31429834914179,0,#DIV/0!
r_0317,cytochrome P450 lanosterol 14-alpha-demethylase (NADP),0.000629718375,0.00068789926714913,0.000585631960658172,0.00112994504755069,92.9990268519911
r_0320,D-arabinose 1-dehydrogenase (NAD),0,0,0,0,#DIV/0!
r_0321,D-arabinose 1-dehydrogenase (NADP),0,0,0,0,#DIV/0!
r_0322,D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,0,-1.73472347597681E-22,3.00472936012755E-20,0,#DIV/0!
r_0323,D-sorbitol dehydrogenase (D-fructose producing),0,0,0,0,#DIV/0!
r_0326,dCMP deaminase,0.0000638834625,-0.00103326620232105,0.046244613072046,0.000114630293378791,72389.020980267
r_0327,dCTP deaminase,0,0.00138381697484712,0.0461055495029561,0,#DIV/0!
r_0330,deoxyguanylate kinase (dGMP:ATP),-0.0000688705875,0.00341354150703378,0.0725393769142746,-0.000123579019379149,-105327.077272681
r_0331,"deoxyhypusine synthase, cytosolic/mitochondrial",0,0,0,0,#DIV/0!
r_0344,dihydrofolate reductase,0.0000638834625,0.000350550772525874,0.00347117756483261,0.000114630293378791,5433.60899518026
r_0345,dihydrofolate reductase,0,0,0,0,#DIV/0!
r_0346,dihydrofolate synthase,0,0,0,0,#DIV/0!
r_0347,dihydroneopterin aldolase,0,0,0,0,#DIV/0!
r_0348,dihydroneopterin monophosphate dephosphorylase,0,0,0,0,#DIV/0!
