Protein_ID,log2FoldChange,padj,Gene_id
490232,-1.49458791668707,4.57345747059275E-80,gene_4223
540450,-1.156432680324,2.65304034725943E-11,gene_4225
287012,-1.69843166707352,1.86801985762298E-25,gene_4269
438449,-1.24510427462689,1.77781016825895E-44,gene_4301
477422,-1.10128092692028,1.02928487411444E-08,gene_431
490583,-2.05093199543297,1.81663230240706E-24,gene_4319
490627,-1.15195175035159,1.082866364501E-129,gene_4325
505271,-1.20582466873293,1.20051290524691E-08,gene_4352
491498,-1.36456847058413,1.99014665836585E-36,gene_4577
477510,-1.28137124476103,3.23808719171483E-27,gene_458
491608,-1.16658024996136,2.40668213710209E-21,gene_4610
546706,-1.04124448707524,4.19750531904631E-12,gene_4660
453963,-1.14247649338191,6.04628723923458E-17,gene_4670
491829,-1.6490455271093,6.76528646857394E-51,gene_4672
546719,-1.10000938125025,9.34459817108969E-18,gene_4679
439189,-1.08930726265793,2.01952047192642E-19,gene_4788
492304,-1.81245326794088,1.13827207305913E-90,gene_4819
492360,-1.03583947672485,2.24931799951803E-11,gene_4834
492427,-1.22872891588613,2.17504223149162E-08,gene_4849
492483,-1.48002382229798,1.48559614489571E-64,gene_4863
492599,-1.16916503535183,1.8660543211137E-17,gene_4894
315141,-2.22831304241735,2.60888035409412E-42,gene_4901
315259,-1.26489910032704,6.09669305209576E-158,gene_4910
315262,-1.04251009832528,8.0959544312926E-33,gene_4911
511418,-1.05479032762017,7.34007442714505E-98,gene_4968
492908,-1.67952364265043,1.79643552618523E-131,gene_4978
320532,-1.31515892479977,5.19366742537153E-17,gene_4987
493108,-1.83269929374171,3.75366813733715E-41,gene_5039
473590,-1.14508087525631,6.15396050155023E-35,gene_5076
493242,-1.54745119552328,7.00200382188794E-20,gene_5084
473614,-1.05681138080772,5.3311040051815E-37,gene_5107
465499,-1.48249710008538,6.99738549387513E-58,gene_5119
465504,-1.18133817111789,2.84964104360712E-146,gene_5121
440490,-1.71918293799663,2.16637338801982E-18,gene_5142
493510,-1.43408569327827,2.51492557685023E-129,gene_5170
493527,-1.23305625374833,2.10978637923565E-15,gene_5174
493623,-1.78832006578127,2.3903148588831E-23,gene_5202
493652,-1.57067114216163,1.86395613378467E-19,gene_5210
336144,-2.48112037075561,2.06898385673376E-162,gene_5292
493994,-2.35074343385754,3.944830868467E-42,gene_5301
494268,-1.24967890677067,1.65635601617726E-51,gene_5361
494295,-1.53101426746392,1.16189253716348E-30,gene_5375
511782,-1.2798743627915,1.33797757870272E-35,gene_5378
547225,-2.74205371627413,1.02529126609334E-49,gene_5379
494306,-1.43399944292684,4.56101343776845E-11,gene_5380
434519,-1.22992652304929,2.60215500079547E-12,gene_540
343415,-1.91852043263191,3.53545480758567E-31,gene_5420
343552,-1.07831010421215,2.66769625558043E-38,gene_5423
440118,-1.22759410610031,1.32169769524222E-50,gene_5475
346524,-1.49771832978574,2.42825324844924E-50,gene_5476
494674,-2.34446041607705,8.20944810522483E-26,gene_5483
347512,-1.326515447918,2.98314198720945E-121,gene_5492
494782,-1.78223593677758,9.07087355207647E-25,gene_5503
494802,-1.6091823091379,1.98395575312089E-16,gene_5511
541602,-1.33675713764767,7.51484611315695E-84,gene_5620
455650,-1.21496479998312,2.59193380765427E-205,gene_5621
515432,-1.33769427589804,8.821390871702E-51,gene_572
455874,-1.24670803245968,8.85912574606158E-70,gene_5747
495693,-1.15716951547626,2.32217826276568E-21,gene_5748
466746,-2.26814620817474,7.79523516192659E-124,gene_5820
512195,-1.36921071697495,4.2362437618927E-32,gene_5824
365331,-1.47863335254607,1.89893839479023E-12,gene_5828
368159,-1.68896465992771,1.30862367698828E-19,gene_5879
496105,-3.00136658939622,1.41580189597218E-40,gene_5881
368968,-1.2185483705865,1.70249823043413E-42,gene_5905
496176,-2.10127070105559,4.72557816939549E-22,gene_5911
496228,-1.00974998641976,1.32244043601544E-22,gene_5930
496237,-1.01664901543802,3.27940580280591E-16,gene_5933
496495,-2.00831357180109,6.70430905743624E-76,gene_6008
512371,-1.06184012952606,1.15506358015299E-24,gene_6023
467115,-2.10732780126797,9.75201266339499E-68,gene_6062
542018,-2.92251671078736,5.57591578357497E-71,gene_6098
512494,-2.08389512976706,4.75981399473801E-67,gene_6158
497105,-1.30856265356778,1.9246488282531E-118,gene_6196
381810,-1.07973651372587,7.50727171624471E-48,gene_6210
442283,-2.0299658919263,7.57678212037017E-69,gene_6227
384387,-1.03998300363909,1.10785205840843E-10,gene_6262
456667,-1.13287639163896,1.29079937208651E-12,gene_6266
497532,-1.2963011357896,1.83815425859386E-19,gene_6310
497663,-1.34840138895202,2.19815665137315E-23,gene_6355
497736,-1.72298915832623,2.56860227871932E-200,gene_6380
476044,-1.38619243299839,8.28654001038475E-86,gene_64
542305,-1.02322305887923,3.02694063166975E-19,gene_6439
478135,-1.65664051623082,7.61420758458895E-60,gene_644
478138,-1.21821600508709,1.59973006580577E-18,gene_645
442885,-1.07475547012914,1.29109182443439E-20,gene_6467
67269,-1.73947210925888,2.08272552770743E-20,gene_6503
498311,-1.71051043753945,9.56044399980223E-39,gene_6523
498380,-1.00311476399897,1.00301596138496E-22,gene_6544
459801,-1.93801945146621,1.28697239677521E-50,gene_657
467906,-1.48796932842435,5.66375654856314E-35,gene_6611
457171,-1.0505166010277,1.61264409895806E-53,gene_6615
506463,-1.18368777213509,5.96283658989202E-14,gene_6642
75083,-1.11304822449827,0.002451943451339,gene_6654
498906,-1.54257016019516,3.09130121601042E-22,gene_6682
478199,-1.04462700993537,7.1007529040396E-24,gene_670
499063,-1.0620372271187,1.7854129396214E-41,gene_6737
499239,-1.13079591601791,1.55138552467464E-16,gene_6796
499269,-2.07013943004497,7.75059056636314E-10,gene_6804
442735,-1.60836067901151,3.22614432368873E-41,gene_6837
457480,-1.34472371056649,1.12576623143335E-172,gene_6841
548287,-1.95546352196903,3.40943848319817E-51,gene_6919
90357,-2.12979283190251,3.89439783288913E-71,gene_6954
537457,-5.0052923287363,2.55268279018075E-142,gene_697
499909,-1.32320408527997,2.31240945914614E-143,gene_6988
478299,-1.17588284910684,2.12290943023002E-26,gene_701
499983,-3.41752525013229,0,gene_7019
93088,-1.46631370896874,0,gene_7022
536529,-2.17443462226582,0,gene_7023
93202,-1.88557904612052,8.22175491145536E-135,gene_7024
93554,-1.14954075975473,5.73252513136941E-37,gene_7034
500091,-1.23613890066306,1.4552122115056E-126,gene_7054
500093,-1.48885845838367,7.86723084583174E-31,gene_7056
500140,-1.74705396645436,3.94765392199698E-59,gene_7072
443375,-1.46305753814783,4.06114519487404E-56,gene_7084
443242,-1.13724146495241,6.49971087533428E-24,gene_7120
500591,-1.43930433198998,1.10453158665134E-25,gene_7216
501004,-1.50461158102425,1.21627628335019E-44,gene_7339
106947,-1.55262369866087,4.38498646551997E-55,gene_7345
459901,-1.76594810287325,1.01031594104005E-12,gene_739
513589,-1.88943291716183,2.87062242430319E-64,gene_7412
501250,-1.53884642937888,4.91670540663811E-137,gene_7417
501365,-1.05313799385021,1.91093195591909E-106,gene_7444
543113,-1.63792701463242,1.34242139958237E-19,gene_7455
548703,-1.45772653071106,1.19255855430108E-13,gene_7489
501544,-1.10882963469765,6.22972944059342E-104,gene_7499
548724,-1.22191823621823,2.51877577660966E-15,gene_7514
501686,-1.0031445822425,3.82812856385819E-91,gene_7535
502014,-1.06734761169736,2.73480427797314E-06,gene_7615
502087,-1.89311014170264,9.33910385376025E-152,gene_7641
444079,-2.17053648676755,1.85147432249721E-11,gene_7661
444228,-2.15342382799817,2.07250854298664E-282,gene_7662
502290,-1.39452776538759,9.69519562679468E-11,gene_7665
459963,-1.06458251686604,9.41289354019196E-26,gene_784
458882,-1.03581791516109,0.000995467146304,gene_7918
503626,-1.28608637294958,1.14418066414616E-140,gene_7919
476133,-1.67371927776743,2.40938523679798E-29,gene_87
478925,-1.02416607450992,3.40056058223046E-07,gene_898
478955,-1.67570350952663,2.39105686605889E-30,gene_908
449276,-1.48132931003544,3.95844288878747E-23,gene_928
